,node_loc,technology,year_vtg,year_act,value,unit
0,South Africa,bio_istig,2010,2010,55,USD/GWa
1,South Africa,bio_istig,2010,2020,47,USD/GWa
2,South Africa,bio_istig,2010,2030,43,USD/GWa
3,South Africa,bio_istig,2020,2020,47,USD/GWa
4,South Africa,bio_istig,2020,2030,43,USD/GWa
5,South Africa,bio_istig,2020,2040,41,USD/GWa
6,South Africa,bio_istig,2030,2030,43,USD/GWa
7,South Africa,bio_istig,2030,2040,41,USD/GWa
8,South Africa,bio_istig,2030,2050,41,USD/GWa
9,South Africa,bio_istig,2040,2040,41,USD/GWa
10,South Africa,bio_istig,2040,2050,41,USD/GWa
11,South Africa,bio_istig,2040,2060,41,USD/GWa
12,South Africa,bio_istig,2050,2050,41,USD/GWa
13,South Africa,bio_istig,2050,2060,41,USD/GWa
14,South Africa,bio_istig,2050,2070,41,USD/GWa
15,South Africa,bio_istig,2060,2060,41,USD/GWa
16,South Africa,bio_istig,2060,2070,41,USD/GWa
17,South Africa,biomass_i,1995,1995,51,USD/GWa
18,South Africa,biomass_i,1995,2000,51,USD/GWa
19,South Africa,biomass_i,1995,2005,50,USD/GWa
20,South Africa,biomass_i,1995,2010,48,USD/GWa
21,South Africa,biomass_i,2000,2000,51,USD/GWa
22,South Africa,biomass_i,2000,2005,50,USD/GWa
23,South Africa,biomass_i,2000,2010,48,USD/GWa
24,South Africa,biomass_i,2000,2020,47,USD/GWa
25,South Africa,biomass_i,2005,2005,50,USD/GWa
26,South Africa,biomass_i,2005,2010,48,USD/GWa
27,South Africa,biomass_i,2005,2020,47,USD/GWa
28,South Africa,biomass_i,2010,2010,48,USD/GWa
29,South Africa,biomass_i,2010,2020,47,USD/GWa
30,South Africa,biomass_i,2010,2030,47,USD/GWa
31,South Africa,biomass_i,2020,2020,47,USD/GWa
32,South Africa,biomass_i,2020,2030,47,USD/GWa
33,South Africa,biomass_i,2020,2040,47,USD/GWa
34,South Africa,biomass_i,2030,2030,47,USD/GWa
35,South Africa,biomass_i,2030,2040,47,USD/GWa
36,South Africa,biomass_i,2030,2050,48,USD/GWa
37,South Africa,biomass_i,2040,2040,47,USD/GWa
38,South Africa,biomass_i,2040,2050,48,USD/GWa
39,South Africa,biomass_i,2040,2060,49,USD/GWa
40,South Africa,biomass_i,2050,2050,48,USD/GWa
41,South Africa,biomass_i,2050,2060,48,USD/GWa
42,South Africa,biomass_i,2050,2070,48,USD/GWa
43,South Africa,biomass_i,2060,2060,47,USD/GWa
44,South Africa,biomass_i,2060,2070,48,USD/GWa
45,South Africa,biomass_nc,1990,1990,0,USD/GWa
46,South Africa,biomass_nc,1995,1995,0,USD/GWa
47,South Africa,biomass_nc,2000,2000,0,USD/GWa
48,South Africa,biomass_nc,2005,2005,0,USD/GWa
49,South Africa,biomass_nc,2010,2010,0,USD/GWa
50,South Africa,biomass_nc,2020,2020,0,USD/GWa
51,South Africa,biomass_nc,2030,2030,0,USD/GWa
52,South Africa,biomass_nc,2040,2040,0,USD/GWa
53,South Africa,biomass_nc,2050,2050,0,USD/GWa
54,South Africa,biomass_nc,2060,2060,0,USD/GWa
55,South Africa,biomass_nc,2070,2070,0,USD/GWa
56,South Africa,biomass_rc,1995,1995,0,USD/GWa
57,South Africa,biomass_rc,2000,2000,0,USD/GWa
58,South Africa,biomass_rc,2005,2005,0,USD/GWa
59,South Africa,biomass_rc,2010,2010,0,USD/GWa
60,South Africa,biomass_rc,2020,2020,0,USD/GWa
61,South Africa,biomass_rc,2030,2030,0,USD/GWa
62,South Africa,biomass_rc,2040,2040,0,USD/GWa
63,South Africa,biomass_rc,2050,2050,0,USD/GWa
64,South Africa,biomass_rc,2060,2060,0,USD/GWa
65,South Africa,biomass_rc,2070,2070,0,USD/GWa
66,South Africa,biomass_t_d,1990,1990,0,USD/GWa
67,South Africa,biomass_t_d,1995,1995,0,USD/GWa
68,South Africa,biomass_t_d,2000,2000,0,USD/GWa
69,South Africa,biomass_t_d,2005,2005,0,USD/GWa
70,South Africa,biomass_t_d,2010,2010,0,USD/GWa
71,South Africa,biomass_t_d,2020,2020,0,USD/GWa
72,South Africa,biomass_t_d,2030,2030,0,USD/GWa
73,South Africa,biomass_t_d,2040,2040,0,USD/GWa
74,South Africa,biomass_t_d,2050,2050,0,USD/GWa
75,South Africa,biomass_t_d,2060,2060,0,USD/GWa
76,South Africa,biomass_t_d,2070,2070,0,USD/GWa
77,South Africa,coal_adv,2010,2010,56,USD/GWa
78,South Africa,coal_adv,2010,2020,48,USD/GWa
79,South Africa,coal_adv,2010,2030,44,USD/GWa
80,South Africa,coal_adv,2020,2020,48,USD/GWa
81,South Africa,coal_adv,2020,2030,44,USD/GWa
82,South Africa,coal_adv,2020,2040,43,USD/GWa
83,South Africa,coal_adv,2030,2030,44,USD/GWa
84,South Africa,coal_adv,2030,2040,43,USD/GWa
85,South Africa,coal_adv,2030,2050,44,USD/GWa
86,South Africa,coal_adv,2040,2040,43,USD/GWa
87,South Africa,coal_adv,2040,2050,44,USD/GWa
88,South Africa,coal_adv,2040,2060,45,USD/GWa
89,South Africa,coal_adv,2050,2050,44,USD/GWa
90,South Africa,coal_adv,2050,2060,44,USD/GWa
91,South Africa,coal_adv,2050,2070,44,USD/GWa
92,South Africa,coal_adv,2060,2060,43,USD/GWa
93,South Africa,coal_adv,2060,2070,44,USD/GWa
94,South Africa,coal_adv_ccs,2020,2020,68,USD/GWa
95,South Africa,coal_adv_ccs,2020,2030,62,USD/GWa
96,South Africa,coal_adv_ccs,2020,2040,60,USD/GWa
97,South Africa,coal_adv_ccs,2030,2030,62,USD/GWa
98,South Africa,coal_adv_ccs,2030,2040,60,USD/GWa
99,South Africa,coal_adv_ccs,2030,2050,62,USD/GWa
100,South Africa,coal_adv_ccs,2040,2040,60,USD/GWa
101,South Africa,coal_adv_ccs,2040,2050,62,USD/GWa
102,South Africa,coal_adv_ccs,2040,2060,64,USD/GWa
103,South Africa,coal_adv_ccs,2050,2050,62,USD/GWa
104,South Africa,coal_adv_ccs,2050,2060,62,USD/GWa
105,South Africa,coal_adv_ccs,2050,2070,62,USD/GWa
106,South Africa,coal_adv_ccs,2060,2060,60,USD/GWa
107,South Africa,coal_adv_ccs,2060,2070,62,USD/GWa
108,South Africa,coal_bal,1990,1990,0,USD/GWa
109,South Africa,coal_bal,1995,1995,0,USD/GWa
110,South Africa,coal_bal,2000,2000,0,USD/GWa
111,South Africa,coal_bal,2005,2005,0,USD/GWa
112,South Africa,coal_bal,2010,2010,0,USD/GWa
113,South Africa,coal_bal,2020,2020,0,USD/GWa
114,South Africa,coal_bal,2030,2030,0,USD/GWa
115,South Africa,coal_bal,2040,2040,0,USD/GWa
116,South Africa,coal_bal,2050,2050,0,USD/GWa
117,South Africa,coal_bal,2060,2060,0,USD/GWa
118,South Africa,coal_bal,2070,2070,0,USD/GWa
119,South Africa,coal_extr,1990,1990,15,USD/GWa
120,South Africa,coal_extr,1995,1995,15,USD/GWa
121,South Africa,coal_extr,2000,2000,15,USD/GWa
122,South Africa,coal_extr,2005,2005,15,USD/GWa
123,South Africa,coal_extr,2010,2010,15,USD/GWa
124,South Africa,coal_extr,2020,2020,16.56933188,USD/GWa
125,South Africa,coal_extr,2030,2030,18.3028506,USD/GWa
126,South Africa,coal_extr,2040,2040,20.21773373,USD/GWa
127,South Africa,coal_extr,2050,2050,22.332956,USD/GWa
128,South Africa,coal_extr,2060,2060,24.66947733,USD/GWa
129,South Africa,coal_extr,2070,2070,27.25045048,USD/GWa
130,South Africa,coal_fs,1990,1990,0,USD/GWa
131,South Africa,coal_fs,1995,1995,0,USD/GWa
132,South Africa,coal_fs,2000,2000,0,USD/GWa
133,South Africa,coal_fs,2005,2005,0,USD/GWa
134,South Africa,coal_fs,2010,2010,0,USD/GWa
135,South Africa,coal_fs,2020,2020,0,USD/GWa
136,South Africa,coal_fs,2030,2030,0,USD/GWa
137,South Africa,coal_fs,2040,2040,0,USD/GWa
138,South Africa,coal_fs,2050,2050,0,USD/GWa
139,South Africa,coal_fs,2060,2060,0,USD/GWa
140,South Africa,coal_fs,2070,2070,0,USD/GWa
141,South Africa,coal_gas,2010,2010,55,USD/GWa
142,South Africa,coal_gas,2010,2020,53,USD/GWa
143,South Africa,coal_gas,2010,2030,51,USD/GWa
144,South Africa,coal_gas,2020,2020,53,USD/GWa
145,South Africa,coal_gas,2020,2030,51,USD/GWa
146,South Africa,coal_gas,2020,2040,50,USD/GWa
147,South Africa,coal_gas,2030,2030,51,USD/GWa
148,South Africa,coal_gas,2030,2040,50,USD/GWa
149,South Africa,coal_gas,2030,2050,50,USD/GWa
150,South Africa,coal_gas,2040,2040,50,USD/GWa
151,South Africa,coal_gas,2040,2050,50,USD/GWa
152,South Africa,coal_gas,2040,2060,50,USD/GWa
153,South Africa,coal_gas,2050,2050,50,USD/GWa
154,South Africa,coal_gas,2050,2060,50,USD/GWa
155,South Africa,coal_gas,2050,2070,50,USD/GWa
156,South Africa,coal_gas,2060,2060,50,USD/GWa
157,South Africa,coal_gas,2060,2070,50,USD/GWa
158,South Africa,coal_i,1990,1990,46,USD/GWa
159,South Africa,coal_i,1990,1995,46,USD/GWa
160,South Africa,coal_i,1990,2000,46,USD/GWa
161,South Africa,coal_i,1990,2005,43,USD/GWa
162,South Africa,coal_i,1990,2010,39,USD/GWa
163,South Africa,coal_i,1995,1995,46,USD/GWa
164,South Africa,coal_i,1995,2000,46,USD/GWa
165,South Africa,coal_i,1995,2005,43,USD/GWa
166,South Africa,coal_i,1995,2010,39,USD/GWa
167,South Africa,coal_i,2000,2000,46,USD/GWa
168,South Africa,coal_i,2000,2005,43,USD/GWa
169,South Africa,coal_i,2000,2010,39,USD/GWa
170,South Africa,coal_i,2000,2020,36,USD/GWa
171,South Africa,coal_i,2005,2005,43,USD/GWa
172,South Africa,coal_i,2005,2010,39,USD/GWa
173,South Africa,coal_i,2005,2020,36,USD/GWa
174,South Africa,coal_i,2010,2010,39,USD/GWa
175,South Africa,coal_i,2010,2020,36,USD/GWa
176,South Africa,coal_i,2010,2030,35,USD/GWa
177,South Africa,coal_i,2020,2020,36,USD/GWa
178,South Africa,coal_i,2020,2030,35,USD/GWa
179,South Africa,coal_i,2020,2040,35,USD/GWa
180,South Africa,coal_i,2030,2030,35,USD/GWa
181,South Africa,coal_i,2030,2040,35,USD/GWa
182,South Africa,coal_i,2030,2050,36,USD/GWa
183,South Africa,coal_i,2040,2040,35,USD/GWa
184,South Africa,coal_i,2040,2050,36,USD/GWa
185,South Africa,coal_i,2040,2060,37,USD/GWa
186,South Africa,coal_i,2050,2050,36,USD/GWa
187,South Africa,coal_i,2050,2060,36,USD/GWa
188,South Africa,coal_i,2050,2070,36,USD/GWa
189,South Africa,coal_i,2060,2060,35,USD/GWa
190,South Africa,coal_i,2060,2070,36,USD/GWa
191,South Africa,coal_ppl,1995,1995,50,USD/GWa
192,South Africa,coal_ppl,1995,2000,50,USD/GWa
193,South Africa,coal_ppl,1995,2005,44,USD/GWa
194,South Africa,coal_ppl,1995,2010,36,USD/GWa
195,South Africa,coal_ppl,1995,2020,32,USD/GWa
196,South Africa,coal_ppl,2000,2000,50,USD/GWa
197,South Africa,coal_ppl,2000,2005,44,USD/GWa
198,South Africa,coal_ppl,2000,2010,36,USD/GWa
199,South Africa,coal_ppl,2000,2020,32,USD/GWa
200,South Africa,coal_ppl,2005,2005,44,USD/GWa
201,South Africa,coal_ppl,2005,2010,36,USD/GWa
202,South Africa,coal_ppl,2005,2020,32,USD/GWa
203,South Africa,coal_ppl,2005,2030,29,USD/GWa
204,South Africa,coal_ppl,2010,2010,36,USD/GWa
205,South Africa,coal_ppl,2010,2020,32,USD/GWa
206,South Africa,coal_ppl,2010,2030,29,USD/GWa
207,South Africa,coal_ppl,2020,2020,32,USD/GWa
208,South Africa,coal_ppl,2020,2030,29,USD/GWa
209,South Africa,coal_ppl,2020,2040,29,USD/GWa
210,South Africa,coal_ppl,2030,2030,29,USD/GWa
211,South Africa,coal_ppl,2030,2040,29,USD/GWa
212,South Africa,coal_ppl,2030,2050,31,USD/GWa
213,South Africa,coal_ppl,2040,2040,29,USD/GWa
214,South Africa,coal_ppl,2040,2050,31,USD/GWa
215,South Africa,coal_ppl,2040,2060,33,USD/GWa
216,South Africa,coal_ppl,2050,2050,31,USD/GWa
217,South Africa,coal_ppl,2050,2060,31,USD/GWa
218,South Africa,coal_ppl,2050,2070,31,USD/GWa
219,South Africa,coal_ppl,2060,2060,29,USD/GWa
220,South Africa,coal_ppl,2060,2070,31,USD/GWa
221,South Africa,coal_rc,1990,1990,0,USD/GWa
222,South Africa,coal_rc,1995,1995,0,USD/GWa
223,South Africa,coal_rc,2000,2000,0,USD/GWa
224,South Africa,coal_rc,2005,2005,0,USD/GWa
225,South Africa,coal_rc,2010,2010,0,USD/GWa
226,South Africa,coal_rc,2020,2020,0,USD/GWa
227,South Africa,coal_rc,2030,2030,0,USD/GWa
228,South Africa,coal_rc,2040,2040,0,USD/GWa
229,South Africa,coal_rc,2050,2050,0,USD/GWa
230,South Africa,coal_rc,2060,2060,0,USD/GWa
231,South Africa,coal_rc,2070,2070,0,USD/GWa
232,South Africa,coal_t_d,1990,1990,0,USD/GWa
233,South Africa,coal_t_d,1995,1995,0,USD/GWa
234,South Africa,coal_t_d,2000,2000,0,USD/GWa
235,South Africa,coal_t_d,2005,2005,0,USD/GWa
236,South Africa,coal_t_d,2010,2010,0,USD/GWa
237,South Africa,coal_t_d,2020,2020,0,USD/GWa
238,South Africa,coal_t_d,2030,2030,0,USD/GWa
239,South Africa,coal_t_d,2040,2040,0,USD/GWa
240,South Africa,coal_t_d,2050,2050,0,USD/GWa
241,South Africa,coal_t_d,2060,2060,0,USD/GWa
242,South Africa,coal_t_d,2070,2070,0,USD/GWa
243,South Africa,elec_i,1990,1990,9,USD/GWa
244,South Africa,elec_i,1990,1995,9,USD/GWa
245,South Africa,elec_i,1990,2000,9,USD/GWa
246,South Africa,elec_i,1990,2005,9,USD/GWa
247,South Africa,elec_i,1995,1995,9,USD/GWa
248,South Africa,elec_i,1995,2000,9,USD/GWa
249,South Africa,elec_i,1995,2005,9,USD/GWa
250,South Africa,elec_i,1995,2010,8,USD/GWa
251,South Africa,elec_i,2000,2000,9,USD/GWa
252,South Africa,elec_i,2000,2005,9,USD/GWa
253,South Africa,elec_i,2000,2010,8,USD/GWa
254,South Africa,elec_i,2005,2005,9,USD/GWa
255,South Africa,elec_i,2005,2010,8,USD/GWa
256,South Africa,elec_i,2005,2020,7,USD/GWa
257,South Africa,elec_i,2010,2010,8,USD/GWa
258,South Africa,elec_i,2010,2020,7,USD/GWa
259,South Africa,elec_i,2020,2020,7,USD/GWa
260,South Africa,elec_i,2020,2030,7,USD/GWa
261,South Africa,elec_i,2030,2030,7,USD/GWa
262,South Africa,elec_i,2030,2040,7,USD/GWa
263,South Africa,elec_i,2040,2040,7,USD/GWa
264,South Africa,elec_i,2040,2050,7,USD/GWa
265,South Africa,elec_i,2050,2050,7,USD/GWa
266,South Africa,elec_i,2050,2060,7,USD/GWa
267,South Africa,elec_i,2060,2060,7,USD/GWa
268,South Africa,elec_i,2060,2070,7,USD/GWa
269,South Africa,elec_i,2070,2070,7,USD/GWa
270,South Africa,elec_t_d,1965,1990,36.2,USD/GWa
271,South Africa,elec_t_d,1965,1995,36.2,USD/GWa
272,South Africa,elec_t_d,1965,2000,36.2,USD/GWa
273,South Africa,elec_t_d,1965,2005,36.2,USD/GWa
274,South Africa,elec_t_d,1965,2010,36.2,USD/GWa
275,South Africa,elec_t_d,1965,2020,36.2,USD/GWa
276,South Africa,elec_t_d,1970,1990,36.2,USD/GWa
277,South Africa,elec_t_d,1970,1995,36.2,USD/GWa
278,South Africa,elec_t_d,1970,2000,36.2,USD/GWa
279,South Africa,elec_t_d,1970,2005,36.2,USD/GWa
280,South Africa,elec_t_d,1970,2010,36.2,USD/GWa
281,South Africa,elec_t_d,1970,2020,36.2,USD/GWa
282,South Africa,elec_t_d,1975,1990,36.2,USD/GWa
283,South Africa,elec_t_d,1975,1995,36.2,USD/GWa
284,South Africa,elec_t_d,1975,2000,36.2,USD/GWa
285,South Africa,elec_t_d,1975,2005,36.2,USD/GWa
286,South Africa,elec_t_d,1975,2010,36.2,USD/GWa
287,South Africa,elec_t_d,1975,2020,36.2,USD/GWa
288,South Africa,elec_t_d,1975,2030,36.2,USD/GWa
289,South Africa,elec_t_d,1980,1990,36.2,USD/GWa
290,South Africa,elec_t_d,1980,1995,36.2,USD/GWa
291,South Africa,elec_t_d,1980,2000,36.2,USD/GWa
292,South Africa,elec_t_d,1980,2005,36.2,USD/GWa
293,South Africa,elec_t_d,1980,2010,36.2,USD/GWa
294,South Africa,elec_t_d,1980,2020,36.2,USD/GWa
295,South Africa,elec_t_d,1980,2030,36.2,USD/GWa
296,South Africa,elec_t_d,1985,1990,36.2,USD/GWa
297,South Africa,elec_t_d,1985,1995,36.2,USD/GWa
298,South Africa,elec_t_d,1985,2000,36.2,USD/GWa
299,South Africa,elec_t_d,1985,2005,36.2,USD/GWa
300,South Africa,elec_t_d,1985,2010,36.2,USD/GWa
301,South Africa,elec_t_d,1985,2020,36.2,USD/GWa
302,South Africa,elec_t_d,1985,2030,36.2,USD/GWa
303,South Africa,elec_t_d,1985,2040,36.2,USD/GWa
304,South Africa,elec_t_d,1990,1990,36.2,USD/GWa
305,South Africa,elec_t_d,1990,1995,36.2,USD/GWa
306,South Africa,elec_t_d,1990,2000,36.2,USD/GWa
307,South Africa,elec_t_d,1990,2005,36.2,USD/GWa
308,South Africa,elec_t_d,1990,2010,36.2,USD/GWa
309,South Africa,elec_t_d,1990,2020,36.2,USD/GWa
310,South Africa,elec_t_d,1990,2030,36.2,USD/GWa
311,South Africa,elec_t_d,1990,2040,36.2,USD/GWa
312,South Africa,elec_t_d,1995,1995,36.2,USD/GWa
313,South Africa,elec_t_d,1995,2000,36.2,USD/GWa
314,South Africa,elec_t_d,1995,2005,36.2,USD/GWa
315,South Africa,elec_t_d,1995,2010,36.2,USD/GWa
316,South Africa,elec_t_d,1995,2020,36.2,USD/GWa
317,South Africa,elec_t_d,1995,2030,36.2,USD/GWa
318,South Africa,elec_t_d,1995,2040,36.2,USD/GWa
319,South Africa,elec_t_d,1995,2050,36.2,USD/GWa
320,South Africa,elec_t_d,2000,2000,36.2,USD/GWa
321,South Africa,elec_t_d,2000,2005,36.2,USD/GWa
322,South Africa,elec_t_d,2000,2010,36.2,USD/GWa
323,South Africa,elec_t_d,2000,2020,36.2,USD/GWa
324,South Africa,elec_t_d,2000,2030,36.2,USD/GWa
325,South Africa,elec_t_d,2000,2040,36.2,USD/GWa
326,South Africa,elec_t_d,2000,2050,36.2,USD/GWa
327,South Africa,elec_t_d,2005,2005,36.2,USD/GWa
328,South Africa,elec_t_d,2005,2010,36.2,USD/GWa
329,South Africa,elec_t_d,2005,2020,36.2,USD/GWa
330,South Africa,elec_t_d,2005,2030,36.2,USD/GWa
331,South Africa,elec_t_d,2005,2040,36.2,USD/GWa
332,South Africa,elec_t_d,2005,2050,36.2,USD/GWa
333,South Africa,elec_t_d,2005,2060,36.2,USD/GWa
334,South Africa,elec_t_d,2010,2010,36.2,USD/GWa
335,South Africa,elec_t_d,2010,2020,36.2,USD/GWa
336,South Africa,elec_t_d,2010,2030,36.2,USD/GWa
337,South Africa,elec_t_d,2010,2040,36.2,USD/GWa
338,South Africa,elec_t_d,2010,2050,36.2,USD/GWa
339,South Africa,elec_t_d,2010,2060,36.2,USD/GWa
340,South Africa,elec_t_d,2020,2020,36.2,USD/GWa
341,South Africa,elec_t_d,2020,2030,36.2,USD/GWa
342,South Africa,elec_t_d,2020,2040,36.2,USD/GWa
343,South Africa,elec_t_d,2020,2050,36.2,USD/GWa
344,South Africa,elec_t_d,2020,2060,36.2,USD/GWa
345,South Africa,elec_t_d,2020,2070,36.2,USD/GWa
346,South Africa,elec_t_d,2030,2030,36.2,USD/GWa
347,South Africa,elec_t_d,2030,2040,36.2,USD/GWa
348,South Africa,elec_t_d,2030,2050,36.2,USD/GWa
349,South Africa,elec_t_d,2030,2060,36.2,USD/GWa
350,South Africa,elec_t_d,2030,2070,36.2,USD/GWa
351,South Africa,elec_t_d,2040,2040,36.2,USD/GWa
352,South Africa,elec_t_d,2040,2050,36.2,USD/GWa
353,South Africa,elec_t_d,2040,2060,36.2,USD/GWa
354,South Africa,elec_t_d,2040,2070,36.2,USD/GWa
355,South Africa,elec_t_d,2050,2050,36.2,USD/GWa
356,South Africa,elec_t_d,2050,2060,36.2,USD/GWa
357,South Africa,elec_t_d,2050,2070,36.2,USD/GWa
358,South Africa,elec_t_d,2060,2060,36.2,USD/GWa
359,South Africa,elec_t_d,2060,2070,36.2,USD/GWa
360,South Africa,elec_t_d,2070,2070,36.2,USD/GWa
361,South Africa,elec_trp,1990,1990,0,USD/GWa
362,South Africa,elec_trp,1995,1995,0,USD/GWa
363,South Africa,elec_trp,2000,2000,0,USD/GWa
364,South Africa,elec_trp,2005,2005,0,USD/GWa
365,South Africa,elec_trp,2010,2010,0,USD/GWa
366,South Africa,elec_trp,2020,2020,0,USD/GWa
367,South Africa,elec_trp,2030,2030,0,USD/GWa
368,South Africa,elec_trp,2040,2040,0,USD/GWa
369,South Africa,elec_trp,2050,2050,0,USD/GWa
370,South Africa,elec_trp,2060,2060,0,USD/GWa
371,South Africa,elec_trp,2070,2070,0,USD/GWa
372,South Africa,foil_i,1990,1990,23,USD/GWa
373,South Africa,foil_i,1990,1995,23,USD/GWa
374,South Africa,foil_i,1990,2000,23,USD/GWa
375,South Africa,foil_i,1990,2005,22,USD/GWa
376,South Africa,foil_i,1990,2010,20,USD/GWa
377,South Africa,foil_i,1995,1995,23,USD/GWa
378,South Africa,foil_i,1995,2000,23,USD/GWa
379,South Africa,foil_i,1995,2005,22,USD/GWa
380,South Africa,foil_i,1995,2010,20,USD/GWa
381,South Africa,foil_i,2000,2000,23,USD/GWa
382,South Africa,foil_i,2000,2005,22,USD/GWa
383,South Africa,foil_i,2000,2010,20,USD/GWa
384,South Africa,foil_i,2000,2020,18,USD/GWa
385,South Africa,foil_i,2005,2005,22,USD/GWa
386,South Africa,foil_i,2005,2010,20,USD/GWa
