,node_loc,technology,year_vtg,year_act,mode,time,value,unit
589,South Africa,gas_cc_ccs,2030,2040,M1,year,0,USD/GWa
590,South Africa,gas_cc_ccs,2030,2050,M1,year,0,USD/GWa
591,South Africa,gas_cc_ccs,2040,2040,M1,year,0,USD/GWa
592,South Africa,gas_cc_ccs,2040,2050,M1,year,0,USD/GWa
593,South Africa,gas_cc_ccs,2040,2060,M1,year,0,USD/GWa
594,South Africa,gas_cc_ccs,2050,2050,M1,year,0,USD/GWa
595,South Africa,gas_cc_ccs,2050,2060,M1,year,0,USD/GWa
596,South Africa,gas_cc_ccs,2050,2070,M1,year,0,USD/GWa
597,South Africa,gas_cc_ccs,2060,2060,M1,year,0,USD/GWa
598,South Africa,gas_cc_ccs,2060,2070,M1,year,0,USD/GWa
599,South Africa,gas_cc_ccs,2070,2070,M1,year,0,USD/GWa
600,South Africa,gas_ct,1990,1990,M1,year,0,USD/GWa
601,South Africa,gas_ct,1990,1995,M1,year,0,USD/GWa
602,South Africa,gas_ct,1990,2000,M1,year,0,USD/GWa
603,South Africa,gas_ct,1990,2005,M1,year,0,USD/GWa
604,South Africa,gas_ct,1990,2010,M1,year,0,USD/GWa
605,South Africa,gas_ct,1995,1995,M1,year,0,USD/GWa
606,South Africa,gas_ct,1995,2000,M1,year,0,USD/GWa
607,South Africa,gas_ct,1995,2005,M1,year,0,USD/GWa
608,South Africa,gas_ct,1995,2010,M1,year,0,USD/GWa
609,South Africa,gas_ct,1995,2020,M1,year,0,USD/GWa
610,South Africa,gas_ct,2000,2000,M1,year,0,USD/GWa
611,South Africa,gas_ct,2000,2005,M1,year,0,USD/GWa
612,South Africa,gas_ct,2000,2010,M1,year,0,USD/GWa
613,South Africa,gas_ct,2000,2020,M1,year,0,USD/GWa
614,South Africa,gas_ct,2005,2005,M1,year,0,USD/GWa
615,South Africa,gas_ct,2005,2010,M1,year,0,USD/GWa
616,South Africa,gas_ct,2005,2020,M1,year,0,USD/GWa
617,South Africa,gas_ct,2005,2030,M1,year,0,USD/GWa
618,South Africa,gas_ct,2010,2010,M1,year,0,USD/GWa
619,South Africa,gas_ct,2010,2020,M1,year,0,USD/GWa
620,South Africa,gas_ct,2010,2030,M1,year,0,USD/GWa
621,South Africa,gas_ct,2020,2020,M1,year,0,USD/GWa
622,South Africa,gas_ct,2020,2030,M1,year,0,USD/GWa
623,South Africa,gas_ct,2020,2040,M1,year,0,USD/GWa
624,South Africa,gas_ct,2030,2030,M1,year,0,USD/GWa
625,South Africa,gas_ct,2030,2040,M1,year,0,USD/GWa
626,South Africa,gas_ct,2030,2050,M1,year,0,USD/GWa
627,South Africa,gas_ct,2040,2040,M1,year,0,USD/GWa
628,South Africa,gas_ct,2040,2050,M1,year,0,USD/GWa
629,South Africa,gas_ct,2040,2060,M1,year,0,USD/GWa
630,South Africa,gas_ct,2050,2050,M1,year,0,USD/GWa
631,South Africa,gas_ct,2050,2060,M1,year,0,USD/GWa
632,South Africa,gas_ct,2050,2070,M1,year,0,USD/GWa
633,South Africa,gas_ct,2060,2060,M1,year,0,USD/GWa
634,South Africa,gas_ct,2060,2070,M1,year,0,USD/GWa
635,South Africa,gas_ct,2070,2070,M1,year,0,USD/GWa
636,South Africa,gas_exp,2020,2020,M1,year,-90.85556,???
637,South Africa,gas_exp,2030,2030,M1,year,-102.639084,???
638,South Africa,gas_exp,2040,2040,M1,year,-116.8001,???
639,South Africa,gas_exp,2050,2050,M1,year,-137.94594,???
640,South Africa,gas_exp,2060,2060,M1,year,-159.09177,???
641,South Africa,gas_exp,2070,2070,M1,year,-180.2376,???
642,South Africa,gas_extr,2010,2010,M1,year,130,???
643,South Africa,gas_extr,2020,2020,M1,year,267.9341031,???
644,South Africa,gas_extr,2030,2030,M1,year,552.220643,???
645,South Africa,gas_extr,2040,2040,M1,year,1138.144175,???
646,South Africa,gas_extr,2050,2050,M1,year,2345.751066,???
647,South Africa,gas_extr,2060,2060,M1,year,4834.666984,???
648,South Africa,gas_extr,2070,2070,M1,year,9964.401247,???
649,South Africa,gas_fs,1995,1995,M1,year,0,USD/GWa
650,South Africa,gas_fs,2000,2000,M1,year,0,USD/GWa
651,South Africa,gas_fs,2005,2005,M1,year,0,USD/GWa
652,South Africa,gas_fs,2010,2010,M1,year,0,USD/GWa
653,South Africa,gas_fs,2020,2020,M1,year,0,USD/GWa
654,South Africa,gas_fs,2030,2030,M1,year,0,USD/GWa
655,South Africa,gas_fs,2040,2040,M1,year,0,USD/GWa
656,South Africa,gas_fs,2050,2050,M1,year,0,USD/GWa
657,South Africa,gas_fs,2060,2060,M1,year,0,USD/GWa
658,South Africa,gas_fs,2070,2070,M1,year,0,USD/GWa
659,South Africa,gas_i,1990,1990,M1,year,0,USD/GWa
660,South Africa,gas_i,1990,1995,M1,year,0,USD/GWa
661,South Africa,gas_i,1990,2000,M1,year,0,USD/GWa
662,South Africa,gas_i,1990,2005,M1,year,0,USD/GWa
663,South Africa,gas_i,1990,2010,M1,year,0,USD/GWa
664,South Africa,gas_i,1995,1995,M1,year,0,USD/GWa
665,South Africa,gas_i,1995,2000,M1,year,0,USD/GWa
666,South Africa,gas_i,1995,2005,M1,year,0,USD/GWa
667,South Africa,gas_i,1995,2010,M1,year,0,USD/GWa
668,South Africa,gas_i,2000,2000,M1,year,0,USD/GWa
669,South Africa,gas_i,2000,2005,M1,year,0,USD/GWa
670,South Africa,gas_i,2000,2010,M1,year,0,USD/GWa
671,South Africa,gas_i,2000,2020,M1,year,0,USD/GWa
672,South Africa,gas_i,2005,2005,M1,year,0,USD/GWa
673,South Africa,gas_i,2005,2010,M1,year,0,USD/GWa
674,South Africa,gas_i,2005,2020,M1,year,0,USD/GWa
675,South Africa,gas_i,2010,2010,M1,year,0,USD/GWa
676,South Africa,gas_i,2010,2020,M1,year,0,USD/GWa
677,South Africa,gas_i,2010,2030,M1,year,0,USD/GWa
678,South Africa,gas_i,2020,2020,M1,year,0,USD/GWa
679,South Africa,gas_i,2020,2030,M1,year,0,USD/GWa
680,South Africa,gas_i,2020,2040,M1,year,0,USD/GWa
681,South Africa,gas_i,2030,2030,M1,year,0,USD/GWa
682,South Africa,gas_i,2030,2040,M1,year,0,USD/GWa
683,South Africa,gas_i,2030,2050,M1,year,0,USD/GWa
684,South Africa,gas_i,2040,2040,M1,year,0,USD/GWa
685,South Africa,gas_i,2040,2050,M1,year,0,USD/GWa
686,South Africa,gas_i,2040,2060,M1,year,0,USD/GWa
687,South Africa,gas_i,2050,2050,M1,year,0,USD/GWa
688,South Africa,gas_i,2050,2060,M1,year,0,USD/GWa
689,South Africa,gas_i,2050,2070,M1,year,0,USD/GWa
690,South Africa,gas_i,2060,2060,M1,year,0,USD/GWa
691,South Africa,gas_i,2060,2070,M1,year,0,USD/GWa
692,South Africa,gas_i,2070,2070,M1,year,0,USD/GWa
693,South Africa,gas_imp,2020,2020,M1,year,224.4132541,???
694,South Africa,gas_imp,2030,2030,M1,year,253.5185485,???
695,South Africa,gas_imp,2040,2040,M1,year,288.4962451,???
696,South Africa,gas_imp,2050,2050,M1,year,340.726449,???
697,South Africa,gas_imp,2060,2060,M1,year,392.9566396,???
698,South Africa,gas_imp,2070,2070,M1,year,445.1868169,???
699,South Africa,gas_ppl,1985,1990,M1,year,0,USD/GWa
700,South Africa,gas_ppl,1985,1995,M1,year,0,USD/GWa
701,South Africa,gas_ppl,1985,2000,M1,year,0,USD/GWa
702,South Africa,gas_ppl,1985,2005,M1,year,0,USD/GWa
703,South Africa,gas_ppl,1985,2010,M1,year,0,USD/GWa
704,South Africa,gas_ppl,1990,1990,M1,year,0,USD/GWa
705,South Africa,gas_ppl,1990,1995,M1,year,0,USD/GWa
706,South Africa,gas_ppl,1990,2000,M1,year,0,USD/GWa
707,South Africa,gas_ppl,1990,2005,M1,year,0,USD/GWa
708,South Africa,gas_ppl,1990,2010,M1,year,0,USD/GWa
709,South Africa,gas_ppl,1995,1995,M1,year,0,USD/GWa
710,South Africa,gas_ppl,1995,2000,M1,year,0,USD/GWa
711,South Africa,gas_ppl,1995,2005,M1,year,0,USD/GWa
712,South Africa,gas_ppl,1995,2010,M1,year,0,USD/GWa
713,South Africa,gas_ppl,1995,2020,M1,year,0,USD/GWa
714,South Africa,gas_ppl,2000,2000,M1,year,0,USD/GWa
715,South Africa,gas_ppl,2000,2005,M1,year,0,USD/GWa
716,South Africa,gas_ppl,2000,2010,M1,year,0,USD/GWa
717,South Africa,gas_ppl,2000,2020,M1,year,0,USD/GWa
718,South Africa,gas_ppl,2005,2005,M1,year,0,USD/GWa
719,South Africa,gas_ppl,2005,2010,M1,year,0,USD/GWa
720,South Africa,gas_ppl,2005,2020,M1,year,0,USD/GWa
721,South Africa,gas_ppl,2005,2030,M1,year,0,USD/GWa
722,South Africa,gas_ppl,2010,2010,M1,year,0,USD/GWa
723,South Africa,gas_ppl,2010,2020,M1,year,0,USD/GWa
724,South Africa,gas_ppl,2010,2030,M1,year,0,USD/GWa
725,South Africa,gas_ppl,2020,2020,M1,year,0,USD/GWa
726,South Africa,gas_ppl,2020,2030,M1,year,0,USD/GWa
727,South Africa,gas_ppl,2020,2040,M1,year,0,USD/GWa
728,South Africa,gas_ppl,2030,2030,M1,year,0,USD/GWa
729,South Africa,gas_ppl,2030,2040,M1,year,0,USD/GWa
730,South Africa,gas_ppl,2030,2050,M1,year,0,USD/GWa
731,South Africa,gas_ppl,2040,2040,M1,year,0,USD/GWa
732,South Africa,gas_ppl,2040,2050,M1,year,0,USD/GWa
733,South Africa,gas_ppl,2040,2060,M1,year,0,USD/GWa
734,South Africa,gas_ppl,2050,2050,M1,year,0,USD/GWa
735,South Africa,gas_ppl,2050,2060,M1,year,0,USD/GWa
736,South Africa,gas_ppl,2050,2070,M1,year,0,USD/GWa
737,South Africa,gas_ppl,2060,2060,M1,year,0,USD/GWa
738,South Africa,gas_ppl,2060,2070,M1,year,0,USD/GWa
739,South Africa,gas_ppl,2070,2070,M1,year,0,USD/GWa
740,South Africa,gas_rc,1990,1990,M1,year,0,USD/GWa
741,South Africa,gas_rc,1995,1995,M1,year,0,USD/GWa
742,South Africa,gas_rc,2000,2000,M1,year,0,USD/GWa
743,South Africa,gas_rc,2005,2005,M1,year,0,USD/GWa
744,South Africa,gas_rc,2010,2010,M1,year,0,USD/GWa
745,South Africa,gas_rc,2020,2020,M1,year,0,USD/GWa
746,South Africa,gas_rc,2030,2030,M1,year,0,USD/GWa
747,South Africa,gas_rc,2040,2040,M1,year,0,USD/GWa
748,South Africa,gas_rc,2050,2050,M1,year,0,USD/GWa
749,South Africa,gas_rc,2060,2060,M1,year,0,USD/GWa
750,South Africa,gas_rc,2070,2070,M1,year,0,USD/GWa
751,South Africa,gas_t_d,1975,1990,M1,year,2.9,USD/GWa
752,South Africa,gas_t_d,1975,1995,M1,year,2.9,USD/GWa
753,South Africa,gas_t_d,1975,2000,M1,year,2.9,USD/GWa
754,South Africa,gas_t_d,1975,2005,M1,year,2.9,USD/GWa
755,South Africa,gas_t_d,1975,2010,M1,year,2.9,USD/GWa
756,South Africa,gas_t_d,1980,1990,M1,year,2.9,USD/GWa
757,South Africa,gas_t_d,1980,1995,M1,year,2.9,USD/GWa
758,South Africa,gas_t_d,1980,2000,M1,year,2.9,USD/GWa
759,South Africa,gas_t_d,1980,2005,M1,year,2.9,USD/GWa
760,South Africa,gas_t_d,1980,2010,M1,year,2.9,USD/GWa
761,South Africa,gas_t_d,1985,1990,M1,year,2.9,USD/GWa
762,South Africa,gas_t_d,1985,1995,M1,year,2.9,USD/GWa
763,South Africa,gas_t_d,1985,2000,M1,year,2.9,USD/GWa
764,South Africa,gas_t_d,1985,2005,M1,year,2.9,USD/GWa
765,South Africa,gas_t_d,1985,2010,M1,year,2.9,USD/GWa
766,South Africa,gas_t_d,1985,2020,M1,year,2.9,USD/GWa
767,South Africa,gas_t_d,1990,1990,M1,year,2.9,USD/GWa
768,South Africa,gas_t_d,1990,1995,M1,year,2.9,USD/GWa
769,South Africa,gas_t_d,1990,2000,M1,year,2.9,USD/GWa
770,South Africa,gas_t_d,1990,2005,M1,year,2.9,USD/GWa
771,South Africa,gas_t_d,1990,2010,M1,year,2.9,USD/GWa
772,South Africa,gas_t_d,1990,2020,M1,year,2.9,USD/GWa
773,South Africa,gas_t_d,1995,1995,M1,year,2.9,USD/GWa
774,South Africa,gas_t_d,1995,2000,M1,year,2.9,USD/GWa
775,South Africa,gas_t_d,1995,2005,M1,year,2.9,USD/GWa
776,South Africa,gas_t_d,1995,2010,M1,year,2.9,USD/GWa
777,South Africa,gas_t_d,1995,2020,M1,year,2.9,USD/GWa
778,South Africa,gas_t_d,1995,2030,M1,year,3,USD/GWa
779,South Africa,gas_t_d,2000,2000,M1,year,2.9,USD/GWa
780,South Africa,gas_t_d,2000,2005,M1,year,2.9,USD/GWa
781,South Africa,gas_t_d,2000,2010,M1,year,2.9,USD/GWa
782,South Africa,gas_t_d,2000,2020,M1,year,2.9,USD/GWa
783,South Africa,gas_t_d,2000,2030,M1,year,3,USD/GWa
784,South Africa,gas_t_d,2005,2005,M1,year,2.9,USD/GWa
785,South Africa,gas_t_d,2005,2010,M1,year,2.9,USD/GWa
786,South Africa,gas_t_d,2005,2020,M1,year,2.9,USD/GWa
787,South Africa,gas_t_d,2005,2030,M1,year,3,USD/GWa
788,South Africa,gas_t_d,2005,2040,M1,year,3.1,USD/GWa
789,South Africa,gas_t_d,2010,2010,M1,year,2.9,USD/GWa
790,South Africa,gas_t_d,2010,2020,M1,year,2.9,USD/GWa
791,South Africa,gas_t_d,2010,2030,M1,year,3,USD/GWa
792,South Africa,gas_t_d,2010,2040,M1,year,3.1,USD/GWa
793,South Africa,gas_t_d,2020,2020,M1,year,2.9,USD/GWa
794,South Africa,gas_t_d,2020,2030,M1,year,3,USD/GWa
795,South Africa,gas_t_d,2020,2040,M1,year,3.1,USD/GWa
796,South Africa,gas_t_d,2020,2050,M1,year,3.2,USD/GWa
797,South Africa,gas_t_d,2030,2030,M1,year,3,USD/GWa
798,South Africa,gas_t_d,2030,2040,M1,year,3.1,USD/GWa
799,South Africa,gas_t_d,2030,2050,M1,year,3.2,USD/GWa
800,South Africa,gas_t_d,2030,2060,M1,year,3.3000002,USD/GWa
801,South Africa,gas_t_d,2040,2040,M1,year,3.1,USD/GWa
802,South Africa,gas_t_d,2040,2050,M1,year,3.2,USD/GWa
803,South Africa,gas_t_d,2040,2060,M1,year,3.3000002,USD/GWa
804,South Africa,gas_t_d,2040,2070,M1,year,3.4000003,USD/GWa
805,South Africa,gas_t_d,2050,2050,M1,year,3.2,USD/GWa
806,South Africa,gas_t_d,2050,2060,M1,year,3.2,USD/GWa
807,South Africa,gas_t_d,2050,2070,M1,year,3.2,USD/GWa
808,South Africa,gas_t_d,2060,2060,M1,year,3.1,USD/GWa
809,South Africa,gas_t_d,2060,2070,M1,year,2.9999998,USD/GWa
810,South Africa,gas_t_d,2070,2070,M1,year,2.7999995,USD/GWa
811,South Africa,gas_trp,1995,1995,M1,year,0,USD/GWa
812,South Africa,gas_trp,2000,2000,M1,year,0,USD/GWa
813,South Africa,gas_trp,2005,2005,M1,year,0,USD/GWa
814,South Africa,gas_trp,2010,2010,M1,year,0,USD/GWa
815,South Africa,gas_trp,2020,2020,M1,year,0,USD/GWa
816,South Africa,gas_trp,2030,2030,M1,year,0,USD/GWa
817,South Africa,gas_trp,2040,2040,M1,year,0,USD/GWa
818,South Africa,gas_trp,2050,2050,M1,year,0,USD/GWa
819,South Africa,gas_trp,2060,2060,M1,year,0,USD/GWa
820,South Africa,gas_trp,2070,2070,M1,year,0,USD/GWa
821,South Africa,igcc,2010,2010,M1,year,0,USD/GWa
822,South Africa,igcc,2010,2020,M1,year,0,USD/GWa
823,South Africa,igcc,2010,2030,M1,year,0,USD/GWa
824,South Africa,igcc,2020,2020,M1,year,0,USD/GWa
825,South Africa,igcc,2020,2030,M1,year,0,USD/GWa
826,South Africa,igcc,2020,2040,M1,year,0,USD/GWa
827,South Africa,igcc,2030,2030,M1,year,0,USD/GWa
828,South Africa,igcc,2030,2040,M1,year,0,USD/GWa
829,South Africa,igcc,2030,2050,M1,year,0,USD/GWa
830,South Africa,igcc,2040,2040,M1,year,0,USD/GWa
831,South Africa,igcc,2040,2050,M1,year,0,USD/GWa
832,South Africa,igcc,2040,2060,M1,year,0,USD/GWa
833,South Africa,igcc,2050,2050,M1,year,0,USD/GWa
834,South Africa,igcc,2050,2060,M1,year,0,USD/GWa
835,South Africa,igcc,2050,2070,M1,year,0,USD/GWa
836,South Africa,igcc,2060,2060,M1,year,0,USD/GWa
837,South Africa,igcc,2060,2070,M1,year,0,USD/GWa
838,South Africa,igcc,2070,2070,M1,year,0,USD/GWa
839,South Africa,igcc_ccs,2020,2020,M1,year,0,USD/GWa
840,South Africa,igcc_ccs,2020,2030,M1,year,0,USD/GWa
841,South Africa,igcc_ccs,2020,2040,M1,year,0,USD/GWa
842,South Africa,igcc_ccs,2030,2030,M1,year,0,USD/GWa
843,South Africa,igcc_ccs,2030,2040,M1,year,0,USD/GWa
844,South Africa,igcc_ccs,2030,2050,M1,year,0,USD/GWa
845,South Africa,igcc_ccs,2040,2040,M1,year,0,USD/GWa
846,South Africa,igcc_ccs,2040,2050,M1,year,0,USD/GWa
847,South Africa,igcc_ccs,2040,2060,M1,year,0,USD/GWa
848,South Africa,igcc_ccs,2050,2050,M1,year,0,USD/GWa
849,South Africa,igcc_ccs,2050,2060,M1,year,0,USD/GWa
850,South Africa,igcc_ccs,2050,2070,M1,year,0,USD/GWa
851,South Africa,igcc_ccs,2060,2060,M1,year,0,USD/GWa
852,South Africa,igcc_ccs,2060,2070,M1,year,0,USD/GWa
853,South Africa,igcc_ccs,2070,2070,M1,year,0,USD/GWa
854,South Africa,loil_exp,2020,2020,M1,year,-79.83958647,???
855,South Africa,loil_exp,2030,2030,M1,year,-96.24382707,???
856,South Africa,loil_exp,2040,2040,M1,year,-106.9890977,???
857,South Africa,loil_exp,2050,2050,M1,year,-125.3500226,???
858,South Africa,loil_exp,2060,2060,M1,year,-143.7109474,???
859,South Africa,loil_exp,2070,2070,M1,year,-162.0718722,???
860,South Africa,loil_fs,1990,1990,M1,year,0,USD/GWa
861,South Africa,loil_fs,1995,1995,M1,year,0,USD/GWa
862,South Africa,loil_fs,2000,2000,M1,year,0,USD/GWa
863,South Africa,loil_fs,2005,2005,M1,year,0,USD/GWa
864,South Africa,loil_fs,2010,2010,M1,year,0,USD/GWa
865,South Africa,loil_fs,2020,2020,M1,year,0,USD/GWa
866,South Africa,loil_fs,2030,2030,M1,year,0,USD/GWa
867,South Africa,loil_fs,2040,2040,M1,year,0,USD/GWa
868,South Africa,loil_fs,2050,2050,M1,year,0,USD/GWa
869,South Africa,loil_fs,2060,2060,M1,year,0,USD/GWa
870,South Africa,loil_fs,2070,2070,M1,year,0,USD/GWa
871,South Africa,loil_i,1990,1990,M1,year,0,USD/GWa
872,South Africa,loil_i,1990,1995,M1,year,0,USD/GWa
873,South Africa,loil_i,1990,2000,M1,year,0,USD/GWa
874,South Africa,loil_i,1990,2005,M1,year,0,USD/GWa
875,South Africa,loil_i,1990,2010,M1,year,0,USD/GWa
876,South Africa,loil_i,1995,1995,M1,year,0,USD/GWa
877,South Africa,loil_i,1995,2000,M1,year,0,USD/GWa
878,South Africa,loil_i,1995,2005,M1,year,0,USD/GWa
879,South Africa,loil_i,1995,2010,M1,year,0,USD/GWa
880,South Africa,loil_i,2000,2000,M1,year,0,USD/GWa
881,South Africa,loil_i,2000,2005,M1,year,0,USD/GWa
882,South Africa,loil_i,2000,2010,M1,year,0,USD/GWa
883,South Africa,loil_i,2000,2020,M1,year,0,USD/GWa
884,South Africa,loil_i,2005,2005,M1,year,0,USD/GWa
885,South Africa,loil_i,2005,2010,M1,year,0,USD/GWa
886,South Africa,loil_i,2005,2020,M1,year,0,USD/GWa
887,South Africa,loil_i,2010,2010,M1,year,0,USD/GWa
888,South Africa,loil_i,2010,2020,M1,year,0,USD/GWa
889,South Africa,loil_i,2010,2030,M1,year,0,USD/GWa
