,node_loc,technology,year_vtg,year_act,mode,time,value,unit
890,South Africa,loil_i,2020,2020,M1,year,0,USD/GWa
891,South Africa,loil_i,2020,2030,M1,year,0,USD/GWa
892,South Africa,loil_i,2020,2040,M1,year,0,USD/GWa
893,South Africa,loil_i,2030,2030,M1,year,0,USD/GWa
894,South Africa,loil_i,2030,2040,M1,year,0,USD/GWa
895,South Africa,loil_i,2030,2050,M1,year,0,USD/GWa
896,South Africa,loil_i,2040,2040,M1,year,0,USD/GWa
897,South Africa,loil_i,2040,2050,M1,year,0,USD/GWa
898,South Africa,loil_i,2040,2060,M1,year,0,USD/GWa
899,South Africa,loil_i,2050,2050,M1,year,0,USD/GWa
900,South Africa,loil_i,2050,2060,M1,year,0,USD/GWa
901,South Africa,loil_i,2050,2070,M1,year,0,USD/GWa
902,South Africa,loil_i,2060,2060,M1,year,0,USD/GWa
903,South Africa,loil_i,2060,2070,M1,year,0,USD/GWa
904,South Africa,loil_i,2070,2070,M1,year,0,USD/GWa
905,South Africa,loil_imp,2020,2020,M1,year,262.281054,???
906,South Africa,loil_imp,2030,2030,M1,year,316.1705792,???
907,South Africa,loil_imp,2040,2040,M1,year,351.4698698,???
908,South Africa,loil_imp,2050,2050,M1,year,411.7873648,???
909,South Africa,loil_imp,2060,2060,M1,year,472.1048598,???
910,South Africa,loil_imp,2070,2070,M1,year,532.4223681,???
911,South Africa,loil_ppl,1990,1990,M1,year,0,USD/GWa
912,South Africa,loil_ppl,1990,1995,M1,year,0,USD/GWa
913,South Africa,loil_ppl,1990,2000,M1,year,0,USD/GWa
914,South Africa,loil_ppl,1990,2005,M1,year,0,USD/GWa
915,South Africa,loil_ppl,1990,2010,M1,year,0,USD/GWa
916,South Africa,loil_ppl,1995,1995,M1,year,0,USD/GWa
917,South Africa,loil_ppl,1995,2000,M1,year,0,USD/GWa
918,South Africa,loil_ppl,1995,2005,M1,year,0,USD/GWa
919,South Africa,loil_ppl,1995,2010,M1,year,0,USD/GWa
920,South Africa,loil_ppl,1995,2020,M1,year,0,USD/GWa
921,South Africa,loil_ppl,2000,2000,M1,year,0,USD/GWa
922,South Africa,loil_ppl,2000,2005,M1,year,0,USD/GWa
923,South Africa,loil_ppl,2000,2010,M1,year,0,USD/GWa
924,South Africa,loil_ppl,2000,2020,M1,year,0,USD/GWa
925,South Africa,loil_ppl,2005,2005,M1,year,0,USD/GWa
926,South Africa,loil_ppl,2005,2010,M1,year,0,USD/GWa
927,South Africa,loil_ppl,2005,2020,M1,year,0,USD/GWa
928,South Africa,loil_ppl,2005,2030,M1,year,0,USD/GWa
929,South Africa,loil_ppl,2010,2010,M1,year,0,USD/GWa
930,South Africa,loil_ppl,2010,2020,M1,year,0,USD/GWa
931,South Africa,loil_ppl,2010,2030,M1,year,0,USD/GWa
932,South Africa,loil_ppl,2020,2020,M1,year,0,USD/GWa
933,South Africa,loil_ppl,2020,2030,M1,year,0,USD/GWa
934,South Africa,loil_ppl,2020,2040,M1,year,0,USD/GWa
935,South Africa,loil_ppl,2030,2030,M1,year,0,USD/GWa
936,South Africa,loil_ppl,2030,2040,M1,year,0,USD/GWa
937,South Africa,loil_ppl,2030,2050,M1,year,0,USD/GWa
938,South Africa,loil_ppl,2040,2040,M1,year,0,USD/GWa
939,South Africa,loil_ppl,2040,2050,M1,year,0,USD/GWa
940,South Africa,loil_ppl,2040,2060,M1,year,0,USD/GWa
941,South Africa,loil_ppl,2050,2050,M1,year,0,USD/GWa
942,South Africa,loil_ppl,2050,2060,M1,year,0,USD/GWa
943,South Africa,loil_ppl,2050,2070,M1,year,0,USD/GWa
944,South Africa,loil_ppl,2060,2060,M1,year,0,USD/GWa
945,South Africa,loil_ppl,2060,2070,M1,year,0,USD/GWa
946,South Africa,loil_ppl,2070,2070,M1,year,0,USD/GWa
947,South Africa,loil_rc,1990,1990,M1,year,0,USD/GWa
948,South Africa,loil_rc,1995,1995,M1,year,0,USD/GWa
949,South Africa,loil_rc,2000,2000,M1,year,0,USD/GWa
950,South Africa,loil_rc,2005,2005,M1,year,0,USD/GWa
951,South Africa,loil_rc,2010,2010,M1,year,0,USD/GWa
952,South Africa,loil_rc,2020,2020,M1,year,0,USD/GWa
953,South Africa,loil_rc,2030,2030,M1,year,0,USD/GWa
954,South Africa,loil_rc,2040,2040,M1,year,0,USD/GWa
955,South Africa,loil_rc,2050,2050,M1,year,0,USD/GWa
956,South Africa,loil_rc,2060,2060,M1,year,0,USD/GWa
957,South Africa,loil_rc,2070,2070,M1,year,0,USD/GWa
958,South Africa,loil_t_d,1990,1990,M1,year,0,USD/GWa
959,South Africa,loil_t_d,1995,1995,M1,year,0,USD/GWa
960,South Africa,loil_t_d,2000,2000,M1,year,0,USD/GWa
961,South Africa,loil_t_d,2005,2005,M1,year,0,USD/GWa
962,South Africa,loil_t_d,2010,2010,M1,year,0,USD/GWa
963,South Africa,loil_t_d,2020,2020,M1,year,0,USD/GWa
964,South Africa,loil_t_d,2030,2030,M1,year,0,USD/GWa
965,South Africa,loil_t_d,2040,2040,M1,year,0,USD/GWa
966,South Africa,loil_t_d,2050,2050,M1,year,0,USD/GWa
967,South Africa,loil_t_d,2060,2060,M1,year,0,USD/GWa
968,South Africa,loil_t_d,2070,2070,M1,year,0,USD/GWa
969,South Africa,loil_trp,1990,1990,M1,year,0,USD/GWa
970,South Africa,loil_trp,1995,1995,M1,year,0,USD/GWa
971,South Africa,loil_trp,2000,2000,M1,year,0,USD/GWa
972,South Africa,loil_trp,2005,2005,M1,year,0,USD/GWa
973,South Africa,loil_trp,2010,2010,M1,year,0,USD/GWa
974,South Africa,loil_trp,2020,2020,M1,year,0,USD/GWa
975,South Africa,loil_trp,2030,2030,M1,year,0,USD/GWa
976,South Africa,loil_trp,2040,2040,M1,year,0,USD/GWa
977,South Africa,loil_trp,2050,2050,M1,year,0,USD/GWa
978,South Africa,loil_trp,2060,2060,M1,year,0,USD/GWa
979,South Africa,loil_trp,2070,2070,M1,year,0,USD/GWa
980,South Africa,meth_coal,2020,2020,M1,year,0,USD/GWa
981,South Africa,meth_coal,2020,2030,M1,year,0,USD/GWa
982,South Africa,meth_coal,2020,2040,M1,year,0,USD/GWa
983,South Africa,meth_coal,2030,2030,M1,year,0,USD/GWa
984,South Africa,meth_coal,2030,2040,M1,year,0,USD/GWa
985,South Africa,meth_coal,2030,2050,M1,year,0,USD/GWa
986,South Africa,meth_coal,2040,2040,M1,year,0,USD/GWa
987,South Africa,meth_coal,2040,2050,M1,year,0,USD/GWa
988,South Africa,meth_coal,2040,2060,M1,year,0,USD/GWa
989,South Africa,meth_coal,2050,2050,M1,year,0,USD/GWa
990,South Africa,meth_coal,2050,2060,M1,year,0,USD/GWa
991,South Africa,meth_coal,2050,2070,M1,year,0,USD/GWa
992,South Africa,meth_coal,2060,2060,M1,year,0,USD/GWa
993,South Africa,meth_coal,2060,2070,M1,year,0,USD/GWa
994,South Africa,meth_coal,2070,2070,M1,year,0,USD/GWa
995,South Africa,meth_coal_ccs,2020,2020,M1,year,0,USD/GWa
996,South Africa,meth_coal_ccs,2020,2030,M1,year,0,USD/GWa
997,South Africa,meth_coal_ccs,2020,2040,M1,year,0,USD/GWa
998,South Africa,meth_coal_ccs,2030,2030,M1,year,0,USD/GWa
999,South Africa,meth_coal_ccs,2030,2040,M1,year,0,USD/GWa
1000,South Africa,meth_coal_ccs,2030,2050,M1,year,0,USD/GWa
1001,South Africa,meth_coal_ccs,2040,2040,M1,year,0,USD/GWa
1002,South Africa,meth_coal_ccs,2040,2050,M1,year,0,USD/GWa
1003,South Africa,meth_coal_ccs,2040,2060,M1,year,0,USD/GWa
1004,South Africa,meth_coal_ccs,2050,2050,M1,year,0,USD/GWa
1005,South Africa,meth_coal_ccs,2050,2060,M1,year,0,USD/GWa
1006,South Africa,meth_coal_ccs,2050,2070,M1,year,0,USD/GWa
1007,South Africa,meth_coal_ccs,2060,2060,M1,year,0,USD/GWa
1008,South Africa,meth_coal_ccs,2060,2070,M1,year,0,USD/GWa
1009,South Africa,meth_coal_ccs,2070,2070,M1,year,0,USD/GWa
1010,South Africa,meth_ng,2020,2020,M1,year,0,USD/GWa
1011,South Africa,meth_ng,2020,2030,M1,year,0,USD/GWa
1012,South Africa,meth_ng,2020,2040,M1,year,0,USD/GWa
1013,South Africa,meth_ng,2030,2030,M1,year,0,USD/GWa
1014,South Africa,meth_ng,2030,2040,M1,year,0,USD/GWa
1015,South Africa,meth_ng,2030,2050,M1,year,0,USD/GWa
1016,South Africa,meth_ng,2040,2040,M1,year,0,USD/GWa
1017,South Africa,meth_ng,2040,2050,M1,year,0,USD/GWa
1018,South Africa,meth_ng,2040,2060,M1,year,0,USD/GWa
1019,South Africa,meth_ng,2050,2050,M1,year,0,USD/GWa
1020,South Africa,meth_ng,2050,2060,M1,year,0,USD/GWa
1021,South Africa,meth_ng,2050,2070,M1,year,0,USD/GWa
1022,South Africa,meth_ng,2060,2060,M1,year,0,USD/GWa
1023,South Africa,meth_ng,2060,2070,M1,year,0,USD/GWa
1024,South Africa,meth_ng,2070,2070,M1,year,0,USD/GWa
1025,South Africa,meth_ng_ccs,2020,2020,M1,year,0,USD/GWa
1026,South Africa,meth_ng_ccs,2020,2030,M1,year,0,USD/GWa
1027,South Africa,meth_ng_ccs,2020,2040,M1,year,0,USD/GWa
1028,South Africa,meth_ng_ccs,2030,2030,M1,year,0,USD/GWa
1029,South Africa,meth_ng_ccs,2030,2040,M1,year,0,USD/GWa
1030,South Africa,meth_ng_ccs,2030,2050,M1,year,0,USD/GWa
1031,South Africa,meth_ng_ccs,2040,2040,M1,year,0,USD/GWa
1032,South Africa,meth_ng_ccs,2040,2050,M1,year,0,USD/GWa
1033,South Africa,meth_ng_ccs,2040,2060,M1,year,0,USD/GWa
1034,South Africa,meth_ng_ccs,2050,2050,M1,year,0,USD/GWa
1035,South Africa,meth_ng_ccs,2050,2060,M1,year,0,USD/GWa
1036,South Africa,meth_ng_ccs,2050,2070,M1,year,0,USD/GWa
1037,South Africa,meth_ng_ccs,2060,2060,M1,year,0,USD/GWa
1038,South Africa,meth_ng_ccs,2060,2070,M1,year,0,USD/GWa
1039,South Africa,meth_ng_ccs,2070,2070,M1,year,0,USD/GWa
1040,South Africa,nuc_ppl,2010,2010,M1,year,4,???
1041,South Africa,nuc_ppl,2010,2020,M1,year,3.268291228,???
1042,South Africa,nuc_ppl,2010,2030,M1,year,2.670431887,???
1043,South Africa,nuc_ppl,2010,2040,M1,year,2.181937278,???
1044,South Africa,nuc_ppl,2020,2020,M1,year,3.268291228,???
1045,South Africa,nuc_ppl,2020,2040,M1,year,2.181937278,???
1046,South Africa,nuc_ppl,2020,2050,M1,year,1.782801616,???
1047,South Africa,nuc_ppl,2030,2030,M1,year,2.670431887,???
1048,South Africa,nuc_ppl,2030,2040,M1,year,2.181937278,???
1049,South Africa,nuc_ppl,2030,2050,M1,year,1.782801616,???
1050,South Africa,nuc_ppl,2030,2060,M1,year,1.45667872,???
1051,South Africa,nuc_ppl,2040,2040,M1,year,2.181937278,???
1052,South Africa,nuc_ppl,2040,2050,M1,year,1.782801616,???
1053,South Africa,nuc_ppl,2040,2060,M1,year,1.45667872,???
1054,South Africa,nuc_ppl,2040,2070,M1,year,1.190212571,???
1055,South Africa,nuc_ppl,2050,2050,M1,year,1.782801616,???
1056,South Africa,nuc_ppl,2050,2060,M1,year,1.45667872,???
1057,South Africa,nuc_ppl,2050,2070,M1,year,1.190212571,???
1058,South Africa,nuc_ppl,2060,2060,M1,year,1.45667872,???
1059,South Africa,nuc_ppl,2060,2070,M1,year,1.190212571,???
1060,South Africa,nuc_ppl,2070,2070,M1,year,1.190212571,???
1061,South Africa,oil_bal,1990,1990,M1,year,0,USD/GWa
1062,South Africa,oil_bal,1995,1995,M1,year,0,USD/GWa
1063,South Africa,oil_bal,2000,2000,M1,year,0,USD/GWa
1064,South Africa,oil_bal,2005,2005,M1,year,0,USD/GWa
1065,South Africa,oil_bal,2010,2010,M1,year,0,USD/GWa
1066,South Africa,oil_bal,2020,2020,M1,year,0,USD/GWa
1067,South Africa,oil_bal,2030,2030,M1,year,0,USD/GWa
1068,South Africa,oil_bal,2040,2040,M1,year,0,USD/GWa
1069,South Africa,oil_bal,2050,2050,M1,year,0,USD/GWa
1070,South Africa,oil_bal,2060,2060,M1,year,0,USD/GWa
1071,South Africa,oil_bal,2070,2070,M1,year,0,USD/GWa
1072,South Africa,oil_exp,2020,2020,M1,year,-66.53299549,???
1073,South Africa,oil_exp,2030,2030,M1,year,-80.20318421,???
1074,South Africa,oil_exp,2040,2040,M1,year,-89.15757895,???
1075,South Africa,oil_exp,2050,2050,M1,year,-104.4583534,???
1076,South Africa,oil_exp,2060,2060,M1,year,-119.7591203,???
1077,South Africa,oil_exp,2070,2070,M1,year,-135.0598872,???
1078,South Africa,oil_extr,2010,2010,M1,year,150,???
1079,South Africa,oil_extr,2020,2020,M1,year,309.1547343,???
1080,South Africa,oil_extr,2030,2030,M1,year,637.177665,???
1081,South Africa,oil_extr,2040,2040,M1,year,1313.243278,???
1082,South Africa,oil_extr,2050,2050,M1,year,2706.635845,???
1083,South Africa,oil_extr,2060,2060,M1,year,5578.461905,???
1084,South Africa,oil_extr,2070,2070,M1,year,11497.38605,???
1085,South Africa,oil_imp,2020,2020,M1,year,218.5675317,???
1086,South Africa,oil_imp,2030,2030,M1,year,263.4754871,???
1087,South Africa,oil_imp,2040,2040,M1,year,292.8915626,???
1088,South Africa,oil_imp,2050,2050,M1,year,343.1561196,???
1089,South Africa,oil_imp,2060,2060,M1,year,393.42065,???
1090,South Africa,oil_imp,2070,2070,M1,year,443.6851671,???
1091,South Africa,ref_hil,1995,1995,M1,year,0,USD/GWa
1092,South Africa,ref_hil,1995,2000,M1,year,0,USD/GWa
1093,South Africa,ref_hil,1995,2005,M1,year,0,USD/GWa
1094,South Africa,ref_hil,1995,2010,M1,year,0,USD/GWa
1095,South Africa,ref_hil,1995,2020,M1,year,0,USD/GWa
1096,South Africa,ref_hil,2000,2000,M1,year,0,USD/GWa
1097,South Africa,ref_hil,2000,2005,M1,year,0,USD/GWa
1098,South Africa,ref_hil,2000,2010,M1,year,0,USD/GWa
1099,South Africa,ref_hil,2000,2020,M1,year,0,USD/GWa
1100,South Africa,ref_hil,2005,2005,M1,year,0,USD/GWa
1101,South Africa,ref_hil,2005,2010,M1,year,0,USD/GWa
1102,South Africa,ref_hil,2005,2020,M1,year,0,USD/GWa
1103,South Africa,ref_hil,2005,2030,M1,year,0,USD/GWa
1104,South Africa,ref_hil,2010,2010,M1,year,0,USD/GWa
1105,South Africa,ref_hil,2010,2020,M1,year,0,USD/GWa
1106,South Africa,ref_hil,2010,2030,M1,year,0,USD/GWa
1107,South Africa,ref_hil,2020,2020,M1,year,0,USD/GWa
1108,South Africa,ref_hil,2020,2030,M1,year,0,USD/GWa
1109,South Africa,ref_hil,2020,2040,M1,year,0,USD/GWa
1110,South Africa,ref_hil,2030,2030,M1,year,0,USD/GWa
1111,South Africa,ref_hil,2030,2040,M1,year,0,USD/GWa
1112,South Africa,ref_hil,2030,2050,M1,year,0,USD/GWa
1113,South Africa,ref_hil,2040,2040,M1,year,0,USD/GWa
1114,South Africa,ref_hil,2040,2050,M1,year,0,USD/GWa
1115,South Africa,ref_hil,2040,2060,M1,year,0,USD/GWa
1116,South Africa,ref_hil,2050,2050,M1,year,0,USD/GWa
1117,South Africa,ref_hil,2050,2060,M1,year,0,USD/GWa
1118,South Africa,ref_hil,2050,2070,M1,year,0,USD/GWa
1119,South Africa,ref_hil,2060,2060,M1,year,0,USD/GWa
1120,South Africa,ref_hil,2060,2070,M1,year,0,USD/GWa
1121,South Africa,ref_hil,2070,2070,M1,year,0,USD/GWa
1122,South Africa,shale_extr,2020,2020,M1,year,100000,???
1123,South Africa,shale_extr,2030,2030,M1,year,206103.1562,???
1124,South Africa,shale_extr,2040,2040,M1,year,424785.11,???
1125,South Africa,shale_extr,2050,2050,M1,year,875495.5189,???
1126,South Africa,shale_extr,2060,2060,M1,year,1804423.897,???
1127,South Africa,shale_extr,2070,2070,M1,year,3718974.603,???
1128,South Africa,sp_el_I,1990,1990,M1,year,0,USD/GWa
1129,South Africa,sp_el_I,1995,1995,M1,year,0,USD/GWa
1130,South Africa,sp_el_I,2000,2000,M1,year,0,USD/GWa
1131,South Africa,sp_el_I,2005,2005,M1,year,0,USD/GWa
1132,South Africa,sp_el_I,2010,2010,M1,year,0,USD/GWa
1133,South Africa,sp_el_I,2020,2020,M1,year,0,USD/GWa
1134,South Africa,sp_el_I,2030,2030,M1,year,0,USD/GWa
1135,South Africa,sp_el_I,2040,2040,M1,year,0,USD/GWa
1136,South Africa,sp_el_I,2050,2050,M1,year,0,USD/GWa
1137,South Africa,sp_el_I,2060,2060,M1,year,0,USD/GWa
1138,South Africa,sp_el_I,2070,2070,M1,year,0,USD/GWa
1139,South Africa,sp_el_RC,1990,1990,M1,year,0,USD/GWa
1140,South Africa,sp_el_RC,1995,1995,M1,year,0,USD/GWa
1141,South Africa,sp_el_RC,2000,2000,M1,year,0,USD/GWa
1142,South Africa,sp_el_RC,2005,2005,M1,year,0,USD/GWa
1143,South Africa,sp_el_RC,2010,2010,M1,year,0,USD/GWa
1144,South Africa,sp_el_RC,2020,2020,M1,year,0,USD/GWa
1145,South Africa,sp_el_RC,2030,2030,M1,year,0,USD/GWa
1146,South Africa,sp_el_RC,2040,2040,M1,year,0,USD/GWa
1147,South Africa,sp_el_RC,2050,2050,M1,year,0,USD/GWa
1148,South Africa,sp_el_RC,2060,2060,M1,year,0,USD/GWa
1149,South Africa,sp_el_RC,2070,2070,M1,year,0,USD/GWa
1150,South Africa,syn_liq,2020,2020,M1,year,0,USD/GWa
1151,South Africa,syn_liq,2020,2030,M1,year,0,USD/GWa
1152,South Africa,syn_liq,2020,2040,M1,year,0,USD/GWa
1153,South Africa,syn_liq,2030,2030,M1,year,0,USD/GWa
1154,South Africa,syn_liq,2030,2040,M1,year,0,USD/GWa
1155,South Africa,syn_liq,2030,2050,M1,year,0,USD/GWa
1156,South Africa,syn_liq,2040,2040,M1,year,0,USD/GWa
1157,South Africa,syn_liq,2040,2050,M1,year,0,USD/GWa
1158,South Africa,syn_liq,2040,2060,M1,year,0,USD/GWa
1159,South Africa,syn_liq,2050,2050,M1,year,0,USD/GWa
1160,South Africa,syn_liq,2050,2060,M1,year,0,USD/GWa
1161,South Africa,syn_liq,2050,2070,M1,year,0,USD/GWa
1162,South Africa,syn_liq,2060,2060,M1,year,0,USD/GWa
1163,South Africa,syn_liq,2060,2070,M1,year,0,USD/GWa
1164,South Africa,syn_liq,2070,2070,M1,year,0,USD/GWa
1165,South Africa,syn_liq_ccs,2020,2020,M1,year,0,USD/GWa
1166,South Africa,syn_liq_ccs,2020,2030,M1,year,0,USD/GWa
1167,South Africa,syn_liq_ccs,2020,2040,M1,year,0,USD/GWa
1168,South Africa,syn_liq_ccs,2030,2030,M1,year,0,USD/GWa
1169,South Africa,syn_liq_ccs,2030,2040,M1,year,0,USD/GWa
1170,South Africa,syn_liq_ccs,2030,2050,M1,year,0,USD/GWa
1171,South Africa,syn_liq_ccs,2040,2040,M1,year,0,USD/GWa
1172,South Africa,syn_liq_ccs,2040,2050,M1,year,0,USD/GWa
1173,South Africa,syn_liq_ccs,2040,2060,M1,year,0,USD/GWa
1174,South Africa,syn_liq_ccs,2050,2050,M1,year,0,USD/GWa
1175,South Africa,syn_liq_ccs,2050,2060,M1,year,0,USD/GWa
1176,South Africa,syn_liq_ccs,2050,2070,M1,year,0,USD/GWa
1177,South Africa,syn_liq_ccs,2060,2060,M1,year,0,USD/GWa
1178,South Africa,syn_liq_ccs,2060,2070,M1,year,0,USD/GWa
1179,South Africa,syn_liq_ccs,2070,2070,M1,year,0,USD/GWa
