,node_loc,technology,year_vtg,year_act,lvl,mrg
472,South Africa,elec_t_d,1995,2020,0.0,0.0
473,South Africa,elec_t_d,1995,2030,0.0,0.0
474,South Africa,elec_t_d,1995,2040,0.0,0.0
475,South Africa,elec_t_d,1995,2050,0.0,0.0
476,South Africa,elec_t_d,2000,2000,0.0,0.0
477,South Africa,elec_t_d,2000,2020,0.0,0.0
478,South Africa,elec_t_d,2000,2030,0.0,0.0
479,South Africa,elec_t_d,2000,2040,0.0,0.0
480,South Africa,elec_t_d,2000,2050,0.0,0.0
481,South Africa,elec_t_d,2000,2060,0.0,0.0
482,South Africa,elec_t_d,2005,2005,0.0,0.0
483,South Africa,elec_t_d,2005,2020,0.0,0.0
484,South Africa,elec_t_d,2005,2030,0.0,0.0
485,South Africa,elec_t_d,2005,2040,0.0,0.0
486,South Africa,elec_t_d,2005,2050,0.0,0.0
487,South Africa,elec_t_d,2005,2060,0.0,0.0
488,South Africa,elec_t_d,2010,2010,0.0,0.0
489,South Africa,elec_t_d,2010,2020,0.0,0.0
490,South Africa,elec_t_d,2010,2030,0.0,0.0
491,South Africa,elec_t_d,2010,2040,0.0,0.0
492,South Africa,elec_t_d,2010,2050,0.0,0.0
493,South Africa,elec_t_d,2010,2060,0.0,0.0
494,South Africa,elec_t_d,2010,2070,0.0,0.0
495,South Africa,elec_t_d,2020,2020,63.1854,0.0
496,South Africa,elec_t_d,2020,2030,63.1854,0.0
497,South Africa,elec_t_d,2020,2040,63.1854,0.0
498,South Africa,elec_t_d,2020,2050,63.1854,0.0
499,South Africa,elec_t_d,2020,2060,63.1854,0.0
500,South Africa,elec_t_d,2020,2070,63.1854,0.0
501,South Africa,elec_t_d,2030,2030,26.016739,0.0
502,South Africa,elec_t_d,2030,2040,26.016739,0.0
503,South Africa,elec_t_d,2030,2050,26.016739,0.0
504,South Africa,elec_t_d,2030,2060,26.016739,0.0
505,South Africa,elec_t_d,2030,2070,26.016739,0.0
506,South Africa,elec_t_d,2040,2040,25.03076,0.0
507,South Africa,elec_t_d,2040,2050,25.03076,0.0
508,South Africa,elec_t_d,2040,2060,25.03076,0.0
509,South Africa,elec_t_d,2040,2070,25.03076,0.0
510,South Africa,elec_t_d,2050,2050,22.215666,0.0
511,South Africa,elec_t_d,2050,2060,22.215666,0.0
512,South Africa,elec_t_d,2050,2070,22.215666,0.0
513,South Africa,elec_t_d,2060,2060,17.710878,0.0
514,South Africa,elec_t_d,2060,2070,17.710878,0.0
515,South Africa,elec_t_d,2070,2070,13.7477455,0.0
516,South Africa,elec_i,1990,1990,0.0,0.0
517,South Africa,elec_i,1995,1995,0.0,0.0
518,South Africa,elec_i,2000,2000,0.0,0.0
519,South Africa,elec_i,2000,2020,0.0,0.0
520,South Africa,elec_i,2005,2005,0.0,0.0
521,South Africa,elec_i,2005,2020,0.0,2.3806622
522,South Africa,elec_i,2010,2010,0.0,0.0
523,South Africa,elec_i,2010,2020,0.0,2.3806622
524,South Africa,elec_i,2010,2030,0.0,0.0
525,South Africa,elec_i,2020,2020,0.0,3.5709932
526,South Africa,elec_i,2020,2030,0.0,0.0
527,South Africa,elec_i,2030,2030,0.0,0.0
528,South Africa,elec_i,2030,2040,0.0,0.0
529,South Africa,elec_i,2040,2040,0.0,0.0
530,South Africa,elec_i,2040,2050,0.0,0.0
531,South Africa,elec_i,2050,2050,0.0,0.0
532,South Africa,elec_i,2050,2060,0.0,0.0
533,South Africa,elec_i,2060,2060,0.0,0.0
534,South Africa,elec_i,2060,2070,0.0,0.0
535,South Africa,elec_i,2070,2070,0.0,0.277432
536,South Africa,coal_gas,2010,2010,0.0,0.0
537,South Africa,coal_gas,2010,2020,0.0,0.0
538,South Africa,coal_gas,2010,2030,0.0,0.0
539,South Africa,coal_gas,2020,2020,3.7155237,0.0
540,South Africa,coal_gas,2020,2030,3.7155237,0.0
541,South Africa,coal_gas,2020,2040,1.8577619,0.0
542,South Africa,coal_gas,2030,2030,3.8953207,0.0
543,South Africa,coal_gas,2030,2040,3.8953207,0.0
544,South Africa,coal_gas,2030,2050,1.9476603,0.0
545,South Africa,coal_gas,2040,2040,6.5815396,0.0
546,South Africa,coal_gas,2040,2050,6.5815396,0.0
547,South Africa,coal_gas,2040,2060,3.2907698,0.0
548,South Africa,coal_gas,2050,2050,11.643766,0.0
549,South Africa,coal_gas,2050,2060,11.643766,0.0
550,South Africa,coal_gas,2050,2070,5.821883,0.0
551,South Africa,coal_gas,2060,2060,14.849552,0.0
552,South Africa,coal_gas,2060,2070,0.04846214,0.0
553,South Africa,coal_gas,2070,2070,36.766247,0.0
554,South Africa,meth_coal,2020,2020,2.026694,0.0
555,South Africa,meth_coal,2020,2030,0.0,0.0
556,South Africa,meth_coal,2020,2040,0.0,0.0
557,South Africa,meth_coal,2030,2030,1.2134566,0.0
558,South Africa,meth_coal,2030,2040,0.0,0.0
559,South Africa,meth_coal,2030,2050,0.0,0.0
560,South Africa,meth_coal,2040,2040,0.7265413,0.0
561,South Africa,meth_coal,2040,2050,0.0,0.0
562,South Africa,meth_coal,2040,2060,0.0,0.0
563,South Africa,meth_coal,2050,2050,0.4350071,0.0
564,South Africa,meth_coal,2050,2060,0.0,0.0
565,South Africa,meth_coal,2050,2070,0.0,0.0
566,South Africa,meth_coal,2060,2060,0.26045483,0.0
567,South Africa,meth_coal,2060,2070,0.0,0.0
568,South Africa,meth_coal,2070,2070,0.15594392,0.0
569,South Africa,meth_coal_ccs,2020,2020,0.0,9.862743
570,South Africa,meth_coal_ccs,2020,2030,0.0,5.8460803
571,South Africa,meth_coal_ccs,2020,2040,0.0,0.0
572,South Africa,meth_coal_ccs,2030,2030,0.0,23.230272
573,South Africa,meth_coal_ccs,2030,2040,0.0,3.5889862
574,South Africa,meth_coal_ccs,2030,2050,0.0,0.0
575,South Africa,meth_coal_ccs,2040,2040,0.0,0.0
576,South Africa,meth_coal_ccs,2040,2050,0.0,2.203326
577,South Africa,meth_coal_ccs,2040,2060,0.0,0.0
578,South Africa,meth_coal_ccs,2050,2050,0.0,0.0
579,South Africa,meth_coal_ccs,2050,2060,0.0,1.3526511
580,South Africa,meth_coal_ccs,2050,2070,0.0,0.0
581,South Africa,meth_coal_ccs,2060,2060,0.0,0.0
582,South Africa,meth_coal_ccs,2060,2070,0.0,0.0
583,South Africa,meth_coal_ccs,2070,2070,0.0,1.4891746
584,South Africa,syn_liq,1995,2020,3.052875,0.0
585,South Africa,syn_liq,2020,2020,1.5971082,0.0
586,South Africa,syn_liq,2020,2030,1.5971082,0.0
587,South Africa,syn_liq,2020,2040,0.7985541,0.0
588,South Africa,syn_liq,2030,2030,1.3901051,0.0
589,South Africa,syn_liq,2030,2040,1.3901051,0.0
590,South Africa,syn_liq,2030,2050,0.69505256,0.0
591,South Africa,syn_liq,2040,2040,1.3699931,0.0
592,South Africa,syn_liq,2040,2050,1.3699931,0.0
593,South Africa,syn_liq,2040,2060,0.68499655,0.0
594,South Africa,syn_liq,2050,2050,4.714497,0.0
595,South Africa,syn_liq,2050,2060,4.714497,0.0
596,South Africa,syn_liq,2050,2070,2.3572485,0.0
597,South Africa,syn_liq,2060,2060,6.916146,0.0
598,South Africa,syn_liq,2060,2070,6.916146,0.0
599,South Africa,syn_liq,2070,2070,12.185028,0.0
600,South Africa,syn_liq_ccs,2020,2020,0.0,13.603784
601,South Africa,syn_liq_ccs,2020,2030,0.0,4.31683
602,South Africa,syn_liq_ccs,2020,2040,0.0,0.0
603,South Africa,syn_liq_ccs,2030,2030,0.0,0.0
604,South Africa,syn_liq_ccs,2030,2040,0.0,0.0
605,South Africa,syn_liq_ccs,2030,2050,0.0,0.0
606,South Africa,syn_liq_ccs,2040,2040,0.0,0.0
607,South Africa,syn_liq_ccs,2040,2050,0.0,0.0
608,South Africa,syn_liq_ccs,2040,2060,0.0,0.0
609,South Africa,syn_liq_ccs,2050,2050,0.0,0.0
610,South Africa,syn_liq_ccs,2050,2060,0.0,0.0
611,South Africa,syn_liq_ccs,2050,2070,0.0,0.0
612,South Africa,syn_liq_ccs,2060,2060,0.0,0.0
613,South Africa,syn_liq_ccs,2060,2070,0.0,0.0
614,South Africa,syn_liq_ccs,2070,2070,0.3352769,0.0
615,South Africa,gas_bio,2010,2010,0.0,0.0
616,South Africa,gas_bio,2010,2020,0.0,0.0
617,South Africa,gas_bio,2010,2030,0.0,0.0
618,South Africa,gas_bio,2020,2020,1.5722365,0.0
619,South Africa,gas_bio,2020,2030,1.5722365,0.0
620,South Africa,gas_bio,2020,2040,0.78611827,0.0
621,South Africa,gas_bio,2030,2030,0.9413561,0.0
622,South Africa,gas_bio,2030,2040,0.9413561,0.0
623,South Africa,gas_bio,2030,2050,0.47067806,0.0
624,South Africa,gas_bio,2040,2040,0.5636247,0.0
625,South Africa,gas_bio,2040,2050,0.5636247,0.0
626,South Africa,gas_bio,2040,2060,0.28181234,0.0
627,South Africa,gas_bio,2050,2050,0.3374629,0.0
628,South Africa,gas_bio,2050,2060,0.3374629,0.0
629,South Africa,gas_bio,2050,2070,0.16873145,0.0
630,South Africa,gas_bio,2060,2060,0.2020515,0.0
631,South Africa,gas_bio,2060,2070,0.2020515,0.0
632,South Africa,gas_bio,2070,2070,0.1209757,0.0
633,South Africa,meth_ng,2020,2020,1.3890252,0.0
634,South Africa,meth_ng,2020,2030,0.0,0.0
635,South Africa,meth_ng,2020,2040,0.0,0.0
636,South Africa,meth_ng,2030,2030,0.8316607,0.0
637,South Africa,meth_ng,2030,2040,0.0,0.0
638,South Africa,meth_ng,2030,2050,0.0,0.0
639,South Africa,meth_ng,2040,2040,0.49794596,0.0
640,South Africa,meth_ng,2040,2050,0.0,0.0
641,South Africa,meth_ng,2040,2060,0.0,0.0
642,South Africa,meth_ng,2050,2050,0.29813865,0.0
643,South Africa,meth_ng,2050,2060,0.0,0.0
644,South Africa,meth_ng,2050,2070,0.0,0.0
645,South Africa,meth_ng,2060,2060,0.17850661,0.0
646,South Africa,meth_ng,2060,2070,0.0,0.0
647,South Africa,meth_ng,2070,2070,0.106878504,0.0
648,South Africa,meth_ng_ccs,2020,2020,0.0,5.4415135
649,South Africa,meth_ng_ccs,2020,2030,0.0,3.3406172
650,South Africa,meth_ng_ccs,2020,2040,0.0,0.0
651,South Africa,meth_ng_ccs,2030,2030,0.0,12.621854
652,South Africa,meth_ng_ccs,2030,2040,0.0,1.9226711
653,South Africa,meth_ng_ccs,2030,2050,0.0,0.0
654,South Africa,meth_ng_ccs,2040,2040,0.0,0.0
655,South Africa,meth_ng_ccs,2040,2050,0.0,1.2590435
656,South Africa,meth_ng_ccs,2040,2060,0.0,0.0
657,South Africa,meth_ng_ccs,2050,2050,0.0,0.0
658,South Africa,meth_ng_ccs,2050,2060,0.0,0.7729435
659,South Africa,meth_ng_ccs,2050,2070,0.0,0.0
660,South Africa,meth_ng_ccs,2060,2060,0.0,0.0
661,South Africa,meth_ng_ccs,2060,2070,0.0,0.0
662,South Africa,meth_ng_ccs,2070,2070,0.0,1.2682953
663,South Africa,ref_hil,1995,1995,0.0,0.0
664,South Africa,ref_hil,1995,2020,0.0,0.0
665,South Africa,ref_hil,2000,2000,0.0,0.0
666,South Africa,ref_hil,2000,2020,0.0,0.0
667,South Africa,ref_hil,2000,2030,0.0,0.0
668,South Africa,ref_hil,2005,2005,0.0,0.0
669,South Africa,ref_hil,2005,2020,0.0,0.0
670,South Africa,ref_hil,2005,2030,0.0,5.0515148e-15
671,South Africa,ref_hil,2010,2010,0.0,0.0
672,South Africa,ref_hil,2010,2020,0.0,0.0
673,South Africa,ref_hil,2010,2030,0.0,6.4392935e-15
674,South Africa,ref_hil,2010,2040,0.0,0.0
675,South Africa,ref_hil,2020,2020,30.848866,0.0
676,South Africa,ref_hil,2020,2030,22.562628,0.0
677,South Africa,ref_hil,2020,2040,16.811304,0.0
678,South Africa,ref_hil,2030,2030,18.470356,0.0
679,South Africa,ref_hil,2030,2040,18.470356,0.0
680,South Africa,ref_hil,2030,2050,18.470356,0.0
681,South Africa,ref_hil,2040,2040,11.058884,0.0
682,South Africa,ref_hil,2040,2050,11.058884,0.0
683,South Africa,ref_hil,2040,2060,11.058884,0.0
684,South Africa,ref_hil,2050,2050,19.831,0.0
685,South Africa,ref_hil,2050,2060,19.831,0.0
686,South Africa,ref_hil,2050,2070,10.631755,0.0
687,South Africa,ref_hil,2060,2060,16.5483,0.0
688,South Africa,ref_hil,2060,2070,16.5483,0.0
689,South Africa,ref_hil,2070,2070,9.908078,0.0
690,South Africa,nuc_ppl,1985,2020,0.71922225,0.0
691,South Africa,nuc_ppl,1990,2020,1.86,0.0
692,South Africa,nuc_ppl,1990,2030,0.0,0.0
693,South Africa,nuc_ppl,2010,2010,0.0,0.0
694,South Africa,nuc_ppl,2010,2020,0.0,0.0
695,South Africa,nuc_ppl,2010,2030,0.0,0.0
696,South Africa,nuc_ppl,2010,2040,0.0,0.0
697,South Africa,nuc_ppl,2010,2050,0.0,0.0
698,South Africa,nuc_ppl,2020,2020,0.7685768,0.0
699,South Africa,nuc_ppl,2020,2030,0.7685768,0.0
700,South Africa,nuc_ppl,2020,2040,0.7685768,0.0
701,South Africa,nuc_ppl,2020,2050,0.7685768,0.0
702,South Africa,nuc_ppl,2030,2030,0.26798615,0.0
703,South Africa,nuc_ppl,2030,2040,0.26798615,0.0
704,South Africa,nuc_ppl,2030,2050,0.26798615,0.0
705,South Africa,nuc_ppl,2030,2060,0.26798615,0.0
706,South Africa,nuc_ppl,2040,2040,0.093440995,0.0
707,South Africa,nuc_ppl,2040,2050,0.093440995,0.0
708,South Africa,nuc_ppl,2040,2060,0.093440995,0.0
709,South Africa,nuc_ppl,2040,2070,0.093440995,0.0
710,South Africa,nuc_ppl,2050,2050,0.03258086,0.0
711,South Africa,nuc_ppl,2050,2060,0.03258086,0.0
712,South Africa,nuc_ppl,2050,2070,0.03258086,0.0
713,South Africa,nuc_ppl,2060,2060,0.011360243,0.0
714,South Africa,nuc_ppl,2060,2070,0.011360243,0.0
715,South Africa,nuc_ppl,2070,2070,0.003961072,0.0
716,South Africa,solar_th_ppl_base,2010,2010,0.0,0.0
717,South Africa,solar_th_ppl_base,2010,2020,0.0,0.0
718,South Africa,solar_th_ppl_base,2010,2030,0.0,0.0
719,South Africa,solar_th_ppl_base,2010,2040,0.0,0.0
720,South Africa,solar_th_ppl_base,2020,2020,0.0,0.0
721,South Africa,solar_th_ppl_base,2020,2030,0.0,0.0
722,South Africa,solar_th_ppl_base,2020,2040,0.0,0.0
723,South Africa,solar_th_ppl_base,2030,2030,0.0,73.27878
724,South Africa,solar_th_ppl_base,2030,2040,0.0,0.0
725,South Africa,solar_th_ppl_base,2030,2050,0.0,0.0
726,South Africa,solar_th_ppl_base,2040,2040,0.0,41.368732
727,South Africa,solar_th_ppl_base,2040,2050,0.0,0.0
728,South Africa,solar_th_ppl_base,2040,2060,0.0,0.0
729,South Africa,solar_th_ppl_base,2050,2050,0.0,15.203057
730,South Africa,solar_th_ppl_base,2050,2060,0.0,0.0
731,South Africa,solar_th_ppl_base,2050,2070,0.0,0.0
732,South Africa,solar_th_ppl_base,2060,2060,0.0,7.37289
733,South Africa,solar_th_ppl_base,2060,2070,0.0,0.0
734,South Africa,solar_th_ppl_base,2070,2070,0.0,0.0
735,South Africa,coal_exp,2010,2010,0.0,0.0
736,South Africa,coal_exp,2020,2020,60.351067,0.0
737,South Africa,coal_exp,2030,2030,49.311214,0.0
738,South Africa,coal_exp,2040,2040,40.290855,0.0
739,South Africa,coal_exp,2050,2050,32.920563,0.0
740,South Africa,coal_exp,2060,2060,26.898495,0.0
741,South Africa,coal_exp,2070,2070,21.97803,0.0
742,South Africa,solar_i,2010,2010,0.0,0.0
743,South Africa,solar_i,2010,2020,0.0,0.0
744,South Africa,solar_i,2020,2020,0.07662572,0.0
745,South Africa,solar_i,2020,2030,0.03831286,0.0
746,South Africa,solar_i,2030,2030,0.04587865,0.0
747,South Africa,solar_i,2030,2040,0.022939324,0.0
748,South Africa,solar_i,2040,2040,0.027469242,0.0
749,South Africa,solar_i,2040,2050,0.013734621,0.0
750,South Africa,solar_i,2050,2050,0.01644685,0.0
751,South Africa,solar_i,2050,2060,0.008223425,0.0
752,South Africa,solar_i,2060,2060,0.009847336,0.0
753,South Africa,solar_i,2060,2070,0.004923668,0.0
754,South Africa,solar_i,2070,2070,1.485816,0.0
755,South Africa,gas_extr,2010,2010,0.0,0.0
756,South Africa,gas_extr,2010,2020,0.0,0.0
757,South Africa,gas_extr,2020,2020,0.029035345,0.0
758,South Africa,gas_extr,2030,2030,0.00041934758,0.0
759,South Africa,gas_extr,2040,2040,0.0002510789,0.0
760,South Africa,gas_extr,2050,2050,0.0001503302,0.0
761,South Africa,gas_extr,2060,2060,9.0008245e-05,0.0
762,South Africa,gas_extr,2070,2070,5.389126e-05,0.0
763,South Africa,wind_ppl,2000,2020,0.00306,0.0
764,South Africa,wind_ppl,2000,2030,0.00153,0.0
765,South Africa,wind_ppl,2005,2020,0.0050000004,0.0
766,South Africa,wind_ppl,2005,2030,0.0050000004,0.0
767,South Africa,wind_ppl,2010,2010,0.0,0.0
768,South Africa,wind_ppl,2010,2020,0.044999998,0.0
769,South Africa,wind_ppl,2010,2030,0.044999998,0.0
770,South Africa,wind_ppl,2010,2040,0.022499999,0.0
771,South Africa,wind_ppl,2020,2020,0.78530955,0.0
772,South Africa,wind_ppl,2020,2030,0.78530955,0.0
773,South Africa,wind_ppl,2020,2040,0.78530955,0.0
774,South Africa,wind_ppl,2030,2030,2.104337,0.0
775,South Africa,wind_ppl,2030,2040,2.104337,0.0
776,South Africa,wind_ppl,2030,2050,2.104337,0.0
777,South Africa,wind_ppl,2040,2040,10.507689,0.0
778,South Africa,wind_ppl,2040,2050,10.507689,0.0
779,South Africa,wind_ppl,2040,2060,10.507689,0.0
780,South Africa,wind_ppl,2050,2050,30.0,0.0
781,South Africa,wind_ppl,2050,2060,30.0,0.0
782,South Africa,wind_ppl,2050,2070,30.0,0.0
783,South Africa,wind_ppl,2060,2060,15.926468,0.0
784,South Africa,wind_ppl,2060,2070,15.926468,0.0
785,South Africa,wind_ppl,2070,2070,5.5532155,0.0
786,South Africa,foil_exp,2010,2010,0.0,0.0
787,South Africa,foil_exp,2020,2020,4.3389482,0.0
788,South Africa,foil_exp,2030,2030,0.0,0.0
789,South Africa,foil_exp,2040,2040,0.0,0.0
790,South Africa,foil_exp,2050,2050,0.0,0.0
791,South Africa,foil_exp,2060,2060,0.0,0.0
792,South Africa,foil_exp,2070,2070,0.0,0.0
793,South Africa,oil_exp,2010,2010,0.0,0.0
794,South Africa,oil_exp,2020,2020,0.0,0.0
795,South Africa,oil_exp,2030,2030,0.0,0.0
796,South Africa,oil_exp,2040,2040,0.0,0.0
797,South Africa,oil_exp,2050,2050,0.0,0.0
798,South Africa,oil_exp,2060,2060,0.0,0.0
799,South Africa,oil_exp,2070,2070,0.0,0.0
800,South Africa,oil_extr,2010,2010,0.0,0.0
801,South Africa,oil_extr,2010,2020,0.0,0.0
802,South Africa,oil_extr,2020,2020,0.0,15.304256
803,South Africa,oil_extr,2030,2030,0.0,4.3108025
804,South Africa,oil_extr,2040,2040,0.0,1.7258856
805,South Africa,oil_extr,2050,2050,0.3,0.0
806,South Africa,oil_extr,2060,2060,0.0,0.088652
807,South Africa,oil_extr,2070,2070,0.0,0.0
808,South Africa,gas_exp,2010,2010,0.0,0.0
809,South Africa,gas_exp,2020,2020,0.00070038706,0.0
810,South Africa,gas_exp,2030,2030,0.00041934758,0.0
811,South Africa,gas_exp,2040,2040,0.0002510789,0.0
812,South Africa,gas_exp,2050,2050,0.0001503302,0.0
813,South Africa,gas_exp,2060,2060,9.0008245e-05,0.0
814,South Africa,gas_exp,2070,2070,5.389126e-05,0.0
815,South Africa,loil_exp,2010,2010,0.0,0.0
816,South Africa,loil_exp,2020,2020,0.2424472,0.0
817,South Africa,loil_exp,2030,2030,0.14516209,0.0
818,South Africa,loil_exp,2040,2040,0.086913906,0.0
819,South Africa,loil_exp,2050,2050,0.052038565,0.0
820,South Africa,loil_exp,2060,2060,0.031157412,0.0
821,South Africa,loil_exp,2070,2070,0.018655093,0.0
822,South Africa,solar_pv_ppl,2005,2020,8.6e-05,0.0
823,South Africa,solar_pv_ppl,2005,2030,8.6e-05,0.0
824,South Africa,solar_pv_ppl,2010,2010,0.0,0.0
825,South Africa,solar_pv_ppl,2010,2020,0.004516,0.0
826,South Africa,solar_pv_ppl,2010,2030,0.004516,0.0
827,South Africa,solar_pv_ppl,2010,2040,0.002258,0.0
828,South Africa,solar_pv_ppl,2020,2020,1.5631939,0.0
829,South Africa,solar_pv_ppl,2020,2030,1.5631939,0.0
830,South Africa,solar_pv_ppl,2020,2040,1.5631939,0.0
831,South Africa,solar_pv_ppl,2030,2030,0.545052,0.0
832,South Africa,solar_pv_ppl,2030,2040,0.545052,0.0
833,South Africa,solar_pv_ppl,2030,2050,0.545052,0.0
834,South Africa,solar_pv_ppl,2040,2040,0.19004788,0.0
835,South Africa,solar_pv_ppl,2040,2050,0.19004788,0.0
836,South Africa,solar_pv_ppl,2040,2060,0.19004788,0.0
837,South Africa,solar_pv_ppl,2050,2050,0.06705291,0.0
838,South Africa,solar_pv_ppl,2050,2060,0.06705291,0.0
839,South Africa,solar_pv_ppl,2050,2070,0.06705291,0.0
840,South Africa,solar_pv_ppl,2060,2060,0.023379903,0.0
841,South Africa,solar_pv_ppl,2060,2070,0.023379903,0.0
842,South Africa,solar_pv_ppl,2070,2070,0.008152069,0.0
843,South Africa,hydro_ppl,1960,2020,0.17999999,0.0
844,South Africa,hydro_ppl,1965,2020,0.24000001,0.0
845,South Africa,hydro_ppl,1970,2020,0.180821,0.0
846,South Africa,hydro_ppl,1970,2030,0.0904105,0.0
847,South Africa,hydro_ppl,1975,2020,0.420136,0.0
848,South Africa,hydro_ppl,1975,2030,0.420136,0.0
849,South Africa,hydro_ppl,1980,2020,1.1904,0.0
850,South Africa,hydro_ppl,1980,2030,1.1904,0.0
851,South Africa,hydro_ppl,1980,2040,0.0,0.0
852,South Africa,hydro_ppl,1985,2020,0.448124,0.0
853,South Africa,hydro_ppl,1985,2030,0.448124,0.0
854,South Africa,hydro_ppl,1985,2040,0.0,0.0
855,South Africa,hydro_ppl,1990,2020,1.5,0.0
856,South Africa,hydro_ppl,1990,2030,1.5,0.0
857,South Africa,hydro_ppl,1990,2040,0.0,0.0
858,South Africa,hydro_ppl,1990,2050,0.0,0.0
859,South Africa,hydro_ppl,2005,2020,0.0015,0.0
860,South Africa,hydro_ppl,2005,2030,0.0015,0.0
861,South Africa,hydro_ppl,2005,2040,0.0015,0.0
862,South Africa,hydro_ppl,2005,2050,0.0015,0.0
863,South Africa,hydro_ppl,2005,2060,0.0015,0.0
864,South Africa,hydro_ppl,2010,2010,0.0,0.0
865,South Africa,hydro_ppl,2010,2020,0.010729999,0.0
866,South Africa,hydro_ppl,2010,2030,0.010729999,0.0
867,South Africa,hydro_ppl,2010,2040,0.010729999,0.0
868,South Africa,hydro_ppl,2010,2050,0.010729999,0.0
869,South Africa,hydro_ppl,2010,2060,0.010729999,0.0
870,South Africa,hydro_ppl,2010,2070,0.0053649996,0.0
871,South Africa,hydro_ppl,2020,2020,0.0074826386,0.0
872,South Africa,hydro_ppl,2020,2030,0.0074826386,0.0
873,South Africa,hydro_ppl,2020,2040,0.0074826386,0.0
874,South Africa,hydro_ppl,2020,2050,0.0074826386,0.0
875,South Africa,hydro_ppl,2020,2060,0.0074826386,0.0
876,South Africa,hydro_ppl,2020,2070,0.0074826386,0.0
877,South Africa,hydro_ppl,2030,2030,0.0026090348,0.0
878,South Africa,hydro_ppl,2030,2040,0.0026090348,0.0
879,South Africa,hydro_ppl,2030,2050,0.0026090348,0.0
880,South Africa,hydro_ppl,2030,2060,0.0026090348,0.0
881,South Africa,hydro_ppl,2030,2070,0.0026090348,0.0
882,South Africa,hydro_ppl,2040,2040,0.00090971414,0.0
883,South Africa,hydro_ppl,2040,2050,0.00090971414,0.0
884,South Africa,hydro_ppl,2040,2060,0.00090971414,0.0
885,South Africa,hydro_ppl,2040,2070,0.00090971414,0.0
886,South Africa,hydro_ppl,2050,2050,0.0003171977,0.0
887,South Africa,hydro_ppl,2050,2060,0.0003171977,0.0
888,South Africa,hydro_ppl,2050,2070,0.0003171977,0.0
889,South Africa,hydro_ppl,2060,2060,0.0001106,0.0
890,South Africa,hydro_ppl,2060,2070,0.0001106,0.0
891,South Africa,hydro_ppl,2070,2070,3.8563834e-05,0.0
892,South Africa,solar_th_ppl,2010,2010,0.0,0.0
893,South Africa,solar_th_ppl,2010,2020,0.0,0.0
894,South Africa,solar_th_ppl,2010,2030,0.0,0.0
895,South Africa,solar_th_ppl,2010,2040,0.0,0.0
896,South Africa,solar_th_ppl,2020,2020,4.589313,0.0
897,South Africa,solar_th_ppl,2020,2030,4.589313,0.0
898,South Africa,solar_th_ppl,2020,2040,4.589313,0.0
899,South Africa,solar_th_ppl,2030,2030,1.6001945,0.0
900,South Africa,solar_th_ppl,2030,2040,1.6001945,0.0
901,South Africa,solar_th_ppl,2030,2050,1.6001945,0.0
902,South Africa,solar_th_ppl,2040,2040,0.5579533,0.0
903,South Africa,solar_th_ppl,2040,2050,0.5579533,0.0
904,South Africa,solar_th_ppl,2040,2060,0.5579533,0.0
905,South Africa,solar_th_ppl,2050,2050,0.19454628,0.0
906,South Africa,solar_th_ppl,2050,2060,0.19454628,0.0
907,South Africa,solar_th_ppl,2050,2070,0.19454628,0.0
908,South Africa,solar_th_ppl,2060,2060,0.067834094,0.0
909,South Africa,solar_th_ppl,2060,2070,0.067834094,0.0
910,South Africa,solar_th_ppl,2070,2070,0.023652285,0.0
911,South Africa,shale_extr,2020,2020,0.0,12.651519
912,South Africa,shale_extr,2030,2030,0.0,0.0
913,South Africa,shale_extr,2040,2040,0.0,0.0
914,South Africa,shale_extr,2050,2050,0.0,0.0
915,South Africa,shale_extr,2060,2060,0.0,0.0
916,South Africa,shale_extr,2070,2070,0.0,1.1032596
